DATAFLOW,LAST UPDATE,freq,na_item,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2022-Q3,669368.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2022-Q4,678534.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2023-Q1,691445.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2023-Q2,704780.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2023-Q3,710664.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2023-Q4,719472.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2024-Q1,724420.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,FR,2024-Q2,727277.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2021-Q3,14796.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2021-Q4,15369.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2022-Q1,15992.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2022-Q2,16603.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2022-Q3,17168.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2022-Q4,17796.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2023-Q1,18684.7,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2023-Q2,19362.0,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2023-Q3,19739.5,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2023-Q4,20199.2,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2024-Q1,20762.1,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HR,2024-Q2,21211.0,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2021-Q3,39311.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2021-Q4,40972.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2022-Q1,42913.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2022-Q2,42244.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2022-Q3,41760.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2022-Q4,42287.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2023-Q1,46153.7,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2023-Q2,49845.0,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2023-Q3,49876.4,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2023-Q4,50884.1,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2024-Q1,51162.2,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,HU,2024-Q2,52061.8,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2021-Q3,115585.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2021-Q4,115683.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2022-Q1,122902.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2022-Q2,129252.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2022-Q3,135173.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2022-Q4,133184.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2023-Q1,128110.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2023-Q2,128944.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2023-Q3,126232.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2023-Q4,127200.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2024-Q1,128020.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IE,2024-Q2,127387.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2021-Q3,470205.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2021-Q4,476640.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2022-Q1,484421.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2022-Q2,497617.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2022-Q3,502942.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2022-Q4,510955.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2023-Q1,525467.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2023-Q2,531555.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2023-Q3,535193.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2023-Q4,536599.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2024-Q1,541115.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,IT,2024-Q2,542334.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2021-Q3,14428.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2021-Q4,15036.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2022-Q1,16050.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2022-Q2,16706.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2022-Q3,17261.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2022-Q4,17428.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2023-Q1,18073.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2023-Q2,18436.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2023-Q3,18617.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2023-Q4,18676.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2024-Q1,19032.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LT,2024-Q2,19466.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2021-Q3,18168.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2021-Q4,19219.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2022-Q1,19166.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2022-Q2,19380.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2022-Q3,19640.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2022-Q4,19568.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2023-Q1,19799.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2023-Q2,20081.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2023-Q3,19832.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2023-Q4,19937.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2024-Q1,20306.2,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LU,2024-Q2,20677.7,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2021-Q3,8250.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2021-Q4,8492.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2022-Q1,8984.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2022-Q2,8965.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2022-Q3,9079.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2022-Q4,9066.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2023-Q1,9919.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2023-Q2,9768.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2023-Q3,9378.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2023-Q4,10026.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2024-Q1,9837.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,LV,2024-Q2,9973.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2021-Q3,1261.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2021-Q4,1318.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2022-Q1,1386.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2022-Q2,1458.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2022-Q3,1496.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2022-Q4,1580.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2023-Q1,1657.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2023-Q2,1730.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2023-Q3,1765.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2023-Q4,1791.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2024-Q1,1824.3,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,ME,2024-Q2,1865.4,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2021-Q3,2973.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2021-Q4,3037.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2022-Q1,3231.3,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2022-Q2,3231.3,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2022-Q3,3263.3,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2022-Q4,3294.9,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2023-Q1,3326.4,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2023-Q2,3325.4,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2023-Q3,3458.2,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2023-Q4,3521.5,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2024-Q1,3473.5,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MK,2024-Q2,3578.5,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2021-Q3,4257.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2021-Q4,4369.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2022-Q1,4270.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2022-Q2,4520.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2022-Q3,4622.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2022-Q4,4816.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2023-Q1,4857.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2023-Q2,5100.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2023-Q3,5299.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2023-Q4,5380.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2024-Q1,5432.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,MT,2024-Q2,5493.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2021-Q3,227751.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2021-Q4,230899.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2022-Q1,238968.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2022-Q2,245713.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2022-Q3,251726.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2022-Q4,257271.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2023-Q1,261381.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2023-Q2,265390.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2023-Q3,268872.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2023-Q4,271962.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2024-Q1,277057.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NL,2024-Q2,281373.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2021-Q3,106567.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2021-Q4,125219.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2022-Q1,135316.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2022-Q2,140387.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2022-Q3,159059.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2022-Q4,129872.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2023-Q1,120455.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2023-Q2,109682.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2023-Q3,108190.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2023-Q4,110949.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2024-Q1,112376.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,NO,2024-Q2,115306.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2021-Q3,145979.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2021-Q4,149624.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2022-Q1,156425.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2022-Q2,162065.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2022-Q3,165618.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2022-Q4,171042.1,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2023-Q1,177684.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2023-Q2,186770.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2023-Q3,189981.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2023-Q4,196735.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2024-Q1,201824.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PL,2024-Q2,207107.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2021-Q3,55311.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2021-Q4,56704.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2022-Q1,58685.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2022-Q2,60176.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2022-Q3,61605.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2022-Q4,63488.5,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2023-Q1,65732.5,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2023-Q2,66405.0,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2023-Q3,67211.6,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2023-Q4,68035.2,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2024-Q1,69719.3,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,PT,2024-Q2,70431.3,e
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2021-Q3,61628.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2021-Q4,63173.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2022-Q1,66975.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2022-Q2,69756.7,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2022-Q3,71986.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2022-Q4,73055.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2023-Q1,79007.5,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2023-Q2,79399.3,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2023-Q3,81598.8,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2023-Q4,84322.5,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2024-Q1,86112.9,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RO,2024-Q2,88863.2,p
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2021-Q3,13544.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2021-Q4,14021.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2022-Q1,14227.6,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2022-Q2,14881.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2022-Q3,15263.0,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2022-Q4,15901.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2023-Q1,16625.4,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2023-Q2,17136.8,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2023-Q3,17510.2,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2023-Q4,18200.9,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2024-Q1,18211.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,RS,2024-Q2,18768.3,
ESTAT:TEINA010(1.0),24/10/24 23:00:00,Q,B1GQ,SCA,MIO_EUR_SCA,SE,2021-Q3,133977.3,
