"region"	"materiale"	"behandling"	"nedstrømsløsning"	"Mengd (tonn) 2015"	"Mengd (tonn) 2016"	"Mengd (tonn) 2017"	"Mengd (tonn) 2018"	"Mengd (tonn) 2019"	"Mengd (tonn) 2020"	"Mengd (tonn) 2021"	"Mengd (tonn) 2022"	"Mengd (tonn) 2023"	"Mengd (tonn) 2024"
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Annet"	"I alt"	1900.1	1290.0	721.7	45.8	873.5	386.0	58.0	400.0	248.0	288.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Annet"	"Henteordning"	.	.	.	.	.	12.0	34.0	112.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	374.0	24.0	288.0	248.0	288.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"i alt"	"I alt"	164652.8	172635.7	174065.2	184090.5	190167.5	189681.0	192926.0	186127.0	203129.0	192548.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"i alt"	"Henteordning"	.	.	.	.	.	189681.0	192926.0	186127.0	203129.0	192548.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Materialgjenvinning"	"I alt"	296.5	1648.0	635.7	289.0	1.6	0.0	0.0	0.0	56.0	0.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	0.0	0.0	0.0	56.0	0.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Forbrenning"	"I alt"	4064.0	6042.0	3280.2	935.2	667.3	2324.0	2321.0	2357.0	145.0	1523.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	2324.0	2321.0	2357.0	145.0	1523.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Biogassproduksjon"	"I alt"	76522.0	87902.5	90552.7	102926.9	140277.5	137128.0	144599.0	141229.0	153611.0	157889.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	137128.0	144599.0	141229.0	153611.0	157889.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Kompostering"	"I alt"	83710.3	76582.9	79230.9	79677.2	48899.6	49701.0	45643.0	42063.0	48948.0	33087.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	49701.0	45643.0	42063.0	48948.0	33087.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Annet"	"I alt"	60.0	460.2	365.6	262.2	321.5	528.0	363.0	478.0	369.0	49.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Annet"	"Henteordning"	.	.	.	.	.	528.0	363.0	478.0	369.0	49.0
"EAKUO Landet uten Oslo"	"2.06 Matavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"i alt"	"I alt"	267809.4	267492.3	266032.3	258192.3	274940.0	295629.0	265339.0	213835.0	221169.0	202629.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	295629.0	265339.0	213835.0	221169.0	202629.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Materialgjenvinning"	"I alt"	3632.8	4804.5	10537.9	13031.3	20857.5	55575.0	54937.0	51875.0	61868.0	69202.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	55575.0	54937.0	51875.0	61868.0	69202.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Forbrenning"	"I alt"	258003.4	252169.8	249856.8	240405.5	249535.3	236343.0	208709.0	159715.0	157037.0	133231.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	236343.0	208709.0	159715.0	157037.0	133231.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Biogassproduksjon"	"I alt"	97.6	0.0	0.0	688.0	787.5	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Kompostering"	"I alt"	4663.0	4864.9	3606.3	3561.9	3249.7	2367.0	1617.0	2187.0	2028.0	169.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	2367.0	1617.0	2187.0	2028.0	169.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Annet"	"I alt"	1412.6	5653.0	2031.3	505.6	510.0	1344.0	76.0	58.0	236.0	27.0
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.07 Treavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	1344.0	76.0	58.0	236.0	27.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"i alt"	"I alt"	148285.7	138641.1	134734.0	134712.3	148233.9	162633.0	168642.0	140985.0	137912.0	144205.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	20598.0	16131.0	5321.0	12700.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	162633.0	148044.0	124854.0	132591.0	131505.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Materialgjenvinning"	"I alt"	514.5	3622.9	5533.4	689.0	5210.0	10178.0	5727.0	1363.0	203.0	862.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	4533.0	21.0	203.0	8.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	10178.0	1194.0	1342.0	0.0	854.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Forbrenning"	"I alt"	3795.7	2208.5	1293.6	2840.0	2156.0	13678.0	12477.0	10936.0	110.0	181.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	11601.0	10473.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	13678.0	876.0	463.0	110.0	181.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Biogassproduksjon"	"I alt"	1069.0	1.0	1.0	0.0	983.2	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Kompostering"	"I alt"	141973.8	131554.3	127418.1	130425.3	138499.8	138699.0	150407.0	128414.0	137505.0	142861.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	4464.0	5461.0	5074.0	12692.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	138699.0	145943.0	122953.0	132431.0	130169.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Annet"	"I alt"	932.7	1254.3	487.9	758.0	1384.8	78.0	31.0	272.0	94.0	301.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	0.0	176.0	44.0	0.0
"EAKUO Landet uten Oslo"	"2.08 Hageavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	78.0	31.0	96.0	50.0	301.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"i alt"	"I alt"	248.9	499.3	672.5	249.2	737.3	392.0	1052.0	95.0	377.0	857.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"i alt"	"Henteordning"	.	.	.	.	.	348.0	914.0	52.0	194.0	146.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	44.0	138.0	43.0	183.0	711.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Materialgjenvinning"	"I alt"	242.0	499.3	570.3	97.8	715.8	269.0	914.0	29.0	171.0	237.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	235.0	834.0	0.0	74.0	107.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	34.0	80.0	29.0	97.0	130.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Forbrenning"	"I alt"	5.9	0.0	14.0	5.2	11.5	73.0	18.0	12.0	39.0	68.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Forbrenning"	"Henteordning"	.	.	.	.	.	63.0	10.0	2.0	8.0	39.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	10.0	8.0	10.0	31.0	29.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Annet"	"I alt"	1.0	0.0	88.2	146.2	10.0	50.0	120.0	54.0	167.0	552.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Annet"	"Henteordning"	.	.	.	.	.	50.0	70.0	50.0	112.0	0.0
"EAKUO Landet uten Oslo"	"2.09 Tekstiler"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	50.0	4.0	55.0	552.0
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"i alt"	"I alt"	25146.8	25358.8	28380.7	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Forbrenning"	"I alt"	25141.9	25348.8	28372.2	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Annet"	"I alt"	4.8	10.0	8.6	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.10 Utsortert brennbart"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"i alt"	"I alt"	58088.8	58058.0	61506.0	68089.1	71653.1	88502.0	78412.0	68210.0	64829.0	73598.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"i alt"	"Henteordning"	.	.	.	.	.	3501.0	3588.0	3209.0	176.0	2418.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	85001.0	74824.0	65001.0	64653.0	71180.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Materialgjenvinning"	"I alt"	8071.0	6750.3	6694.8	5525.7	6169.8	10581.0	11463.0	7468.0	7171.0	7657.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	350.0	434.0	841.0	56.0	54.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	10231.0	11029.0	6627.0	7115.0	7603.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Forbrenning"	"I alt"	36378.8	39686.3	41909.8	51845.0	56098.1	69149.0	56240.0	55359.0	50687.0	60926.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	2136.0	781.0	2198.0	120.0	2364.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	67013.0	55459.0	53161.0	50567.0	58562.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Deponi"	"I alt"	2808.0	3344.0	3385.8	3581.5	3970.1	5182.0	7372.0	3673.0	3885.0	3156.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Deponi"	"Henteordning"	.	.	.	.	.	727.0	2225.0	94.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	4455.0	5147.0	3579.0	3885.0	3156.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Annet"	"I alt"	10830.9	8277.4	9515.5	7137.0	5415.2	3590.0	3337.0	1710.0	3086.0	1859.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Annet"	"Henteordning"	.	.	.	.	.	288.0	148.0	76.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.11 Farlig avfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	3302.0	3189.0	1634.0	3086.0	1859.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"i alt"	"I alt"	75506.0	71493.8	78582.7	50425.2	50264.9	17177.0	24925.0	8501.0	8047.0	7098.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	17177.0	24925.0	8501.0	8047.0	7098.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Materialgjenvinning"	"I alt"	18181.6	19275.1	22399.3	19060.9	15502.7	2528.0	2764.0	2597.0	1278.0	1570.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	2528.0	2764.0	2597.0	1278.0	1570.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Forbrenning"	"I alt"	5543.0	8875.0	8819.1	13665.6	13590.7	3847.0	12438.0	2261.0	2477.0	3185.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	3847.0	12438.0	2261.0	2477.0	3185.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Deponi"	"I alt"	41706.5	42348.2	46934.6	16619.2	20140.5	8779.0	6407.0	3555.0	3061.0	2305.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	8779.0	6407.0	3555.0	3061.0	2305.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Biogassproduksjon"	"I alt"	0.0	0.0	0.0	0.0	0.0	64.0	25.0	23.0	1156.0	2.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	64.0	25.0	23.0	1156.0	2.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Kompostering"	"I alt"	20.0	0.0	0.0	128.0	84.0	1248.0	1969.0	0.0	40.0	0.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	1248.0	1969.0	0.0	40.0	0.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Annet"	"I alt"	10054.9	995.5	429.7	951.5	946.9	711.0	1322.0	65.0	35.0	36.0
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.12 Annet"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	711.0	1322.0	65.0	35.0	36.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"i alt"	"I alt"	.	.	.	55887.0	68028.2	65125.0	45461.0	44803.0	42861.0	44826.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	65125.0	45461.0	44803.0	42861.0	44826.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Materialgjenvinning"	"I alt"	.	.	.	5330.5	10140.9	7331.0	14164.0	13907.0	12574.0	10967.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	7331.0	14164.0	13907.0	12574.0	10967.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Deponi"	"I alt"	.	.	.	50491.5	57806.0	57119.0	31191.0	30279.0	29740.0	33631.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	57119.0	31191.0	30279.0	29740.0	33631.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Annet"	"I alt"	.	.	.	65.0	81.3	675.0	106.0	617.0	547.0	228.0
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.13 Byggavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	675.0	106.0	617.0	547.0	228.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"I alt"	.	.	.	.	.	28669.0	34687.0	38968.0	33892.0	30747.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	28669.0	34687.0	38968.0	33892.0	30747.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	9705.0	13354.0	15931.0	12998.0	13084.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
