"region"	"materiale"	"behandling"	"nedstrømsløsning"	"Mengd (tonn) 2015"	"Mengd (tonn) 2016"	"Mengd (tonn) 2017"	"Mengd (tonn) 2018"	"Mengd (tonn) 2019"	"Mengd (tonn) 2020"	"Mengd (tonn) 2021"	"Mengd (tonn) 2022"	"Mengd (tonn) 2023"	"Mengd (tonn) 2024"
"EAK Landet"	"2.06 Matavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.06 Matavfall"	"Annet"	"I alt"	60.0	460.2	365.6	262.2	321.5	528.0	363.0	478.0	369.0	49.0
"EAK Landet"	"2.06 Matavfall"	"Annet"	"Henteordning"	.	.	.	.	.	528.0	363.0	478.0	369.0	49.0
"EAK Landet"	"2.06 Matavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"i alt"	"I alt"	283310.7	283915.1	282948.7	274937.6	290925.4	311669.0	280714.0	227308.0	233404.0	215915.0
"EAK Landet"	"2.07 Treavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	311669.0	280714.0	227308.0	233404.0	215915.0
"EAK Landet"	"2.07 Treavfall"	"Materialgjenvinning"	"I alt"	3632.8	4804.5	10537.9	13031.3	20857.5	55575.0	54937.0	57980.0	67957.0	75878.0
"EAK Landet"	"2.07 Treavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	55575.0	54937.0	57980.0	67957.0	75878.0
"EAK Landet"	"2.07 Treavfall"	"Forbrenning"	"I alt"	273504.7	268592.6	266773.1	257150.8	265520.7	252383.0	224084.0	166960.0	163183.0	139841.0
"EAK Landet"	"2.07 Treavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	252383.0	224084.0	166960.0	163183.0	139841.0
"EAK Landet"	"2.07 Treavfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Biogassproduksjon"	"I alt"	97.6	0.0	0.0	688.0	787.5	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.07 Treavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.07 Treavfall"	"Kompostering"	"I alt"	4663.0	4864.9	3606.3	3561.9	3249.7	2367.0	1617.0	2187.0	2028.0	169.0
"EAK Landet"	"2.07 Treavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	2367.0	1617.0	2187.0	2028.0	169.0
"EAK Landet"	"2.07 Treavfall"	"Annet"	"I alt"	1412.6	5653.0	2031.3	505.6	510.0	1344.0	76.0	181.0	236.0	27.0
"EAK Landet"	"2.07 Treavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.07 Treavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	1344.0	76.0	181.0	236.0	27.0
"EAK Landet"	"2.08 Hageavfall"	"i alt"	"I alt"	163663.5	153134.3	148901.6	146658.5	161393.4	175404.0	180772.0	153085.0	149947.0	158738.0
"EAK Landet"	"2.08 Hageavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	20598.0	16669.0	5630.0	13305.0
"EAK Landet"	"2.08 Hageavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	175404.0	160174.0	136416.0	144317.0	145433.0
"EAK Landet"	"2.08 Hageavfall"	"Materialgjenvinning"	"I alt"	514.5	3622.9	5533.4	689.0	5210.0	10178.0	5727.0	1363.0	203.0	1467.0
"EAK Landet"	"2.08 Hageavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	4533.0	21.0	203.0	613.0
"EAK Landet"	"2.08 Hageavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	10178.0	1194.0	1342.0	0.0	854.0
"EAK Landet"	"2.08 Hageavfall"	"Forbrenning"	"I alt"	3795.7	2208.5	1293.6	2840.0	2156.0	13678.0	12477.0	10936.0	110.0	181.0
"EAK Landet"	"2.08 Hageavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	11601.0	10473.0	0.0	0.0
"EAK Landet"	"2.08 Hageavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	13678.0	876.0	463.0	110.0	181.0
"EAK Landet"	"2.08 Hageavfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.08 Hageavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.08 Hageavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.08 Hageavfall"	"Biogassproduksjon"	"I alt"	1069.0	1.0	1.0	0.0	983.2	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.08 Hageavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	0.0	0.0	0.0	0.0
"EAK Landet"	"2.08 Hageavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.08 Hageavfall"	"Kompostering"	"I alt"	157351.7	146047.5	141585.8	142371.5	151659.3	151470.0	162537.0	140514.0	149540.0	156789.0
"EAK Landet"	"2.08 Hageavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	4464.0	5999.0	5383.0	12692.0
"EAK Landet"	"2.08 Hageavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	151470.0	158073.0	134515.0	144157.0	144097.0
"EAK Landet"	"2.08 Hageavfall"	"Annet"	"I alt"	932.7	1254.3	487.9	758.0	1384.8	78.0	31.0	272.0	94.0	301.0
"EAK Landet"	"2.08 Hageavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	0.0	176.0	44.0	0.0
"EAK Landet"	"2.08 Hageavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	78.0	31.0	96.0	50.0	301.0
"EAK Landet"	"2.09 Tekstiler"	"i alt"	"I alt"	248.9	499.3	672.5	249.2	737.3	392.0	1052.0	95.0	377.0	857.0
"EAK Landet"	"2.09 Tekstiler"	"i alt"	"Henteordning"	.	.	.	.	.	348.0	914.0	52.0	194.0	146.0
"EAK Landet"	"2.09 Tekstiler"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	44.0	138.0	43.0	183.0	711.0
"EAK Landet"	"2.09 Tekstiler"	"Materialgjenvinning"	"I alt"	242.0	499.3	570.3	97.8	715.8	269.0	914.0	29.0	171.0	237.0
"EAK Landet"	"2.09 Tekstiler"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	235.0	834.0	0.0	74.0	107.0
"EAK Landet"	"2.09 Tekstiler"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	34.0	80.0	29.0	97.0	130.0
"EAK Landet"	"2.09 Tekstiler"	"Forbrenning"	"I alt"	5.9	0.0	14.0	5.2	11.5	73.0	18.0	12.0	39.0	68.0
"EAK Landet"	"2.09 Tekstiler"	"Forbrenning"	"Henteordning"	.	.	.	.	.	63.0	10.0	2.0	8.0	39.0
"EAK Landet"	"2.09 Tekstiler"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	10.0	8.0	10.0	31.0	29.0
"EAK Landet"	"2.09 Tekstiler"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.09 Tekstiler"	"Annet"	"I alt"	1.0	0.0	88.2	146.2	10.0	50.0	120.0	54.0	167.0	552.0
"EAK Landet"	"2.09 Tekstiler"	"Annet"	"Henteordning"	.	.	.	.	.	50.0	70.0	50.0	112.0	0.0
"EAK Landet"	"2.09 Tekstiler"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	50.0	4.0	55.0	552.0
"EAK Landet"	"2.10 Utsortert brennbart"	"i alt"	"I alt"	34312.9	34491.9	37996.4	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Forbrenning"	"I alt"	34308.1	34481.9	37987.8	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Annet"	"I alt"	4.8	10.0	8.6	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.10 Utsortert brennbart"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"i alt"	"I alt"	61528.0	61893.7	65445.3	72216.5	75386.7	93321.0	82647.0	71880.0	68635.0	77476.0
"EAK Landet"	"2.11 Farlig avfall"	"i alt"	"Henteordning"	.	.	.	.	.	3501.0	3588.0	3209.0	176.0	2418.0
"EAK Landet"	"2.11 Farlig avfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	89820.0	79059.0	68671.0	68459.0	75058.0
"EAK Landet"	"2.11 Farlig avfall"	"Materialgjenvinning"	"I alt"	8515.9	7118.1	7105.8	6033.1	6528.7	10981.0	11853.0	7930.0	7615.0	8218.0
"EAK Landet"	"2.11 Farlig avfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	350.0	434.0	841.0	56.0	54.0
"EAK Landet"	"2.11 Farlig avfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	10631.0	11419.0	7089.0	7559.0	8164.0
"EAK Landet"	"2.11 Farlig avfall"	"Forbrenning"	"I alt"	39373.1	43111.3	45412.3	55427.5	59454.8	73535.0	60071.0	58435.0	53923.0	64158.0
"EAK Landet"	"2.11 Farlig avfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	2136.0	781.0	2198.0	120.0	2364.0
"EAK Landet"	"2.11 Farlig avfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	71399.0	59290.0	56237.0	53803.0	61794.0
"EAK Landet"	"2.11 Farlig avfall"	"Deponi"	"I alt"	2808.1	3386.9	3411.6	3618.9	3988.0	5215.0	7386.0	3800.0	4011.0	3241.0
"EAK Landet"	"2.11 Farlig avfall"	"Deponi"	"Henteordning"	.	.	.	.	.	727.0	2225.0	94.0	0.0	0.0
"EAK Landet"	"2.11 Farlig avfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	4488.0	5161.0	3706.0	4011.0	3241.0
"EAK Landet"	"2.11 Farlig avfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.11 Farlig avfall"	"Annet"	"I alt"	10830.9	8277.4	9515.5	7137.0	5415.2	3590.0	3337.0	1715.0	3086.0	1859.0
"EAK Landet"	"2.11 Farlig avfall"	"Annet"	"Henteordning"	.	.	.	.	.	288.0	148.0	76.0	0.0	0.0
"EAK Landet"	"2.11 Farlig avfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	3302.0	3189.0	1639.0	3086.0	1859.0
"EAK Landet"	"2.12 Annet"	"i alt"	"I alt"	79130.8	75009.9	82147.4	61255.4	60141.1	30640.0	37666.0	8501.0	8409.0	7597.0
"EAK Landet"	"2.12 Annet"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	30640.0	37666.0	8501.0	8409.0	7597.0
"EAK Landet"	"2.12 Annet"	"Materialgjenvinning"	"I alt"	20433.8	21687.9	24868.6	21454.2	17892.2	4804.0	2764.0	2597.0	1314.0	2069.0
"EAK Landet"	"2.12 Annet"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	4804.0	2764.0	2597.0	1314.0	2069.0
"EAK Landet"	"2.12 Annet"	"Forbrenning"	"I alt"	5551.8	8882.1	8819.1	22102.5	21077.5	9871.0	20889.0	2261.0	2477.0	3185.0
"EAK Landet"	"2.12 Annet"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	9871.0	20889.0	2261.0	2477.0	3185.0
"EAK Landet"	"2.12 Annet"	"Deponi"	"I alt"	43070.3	43444.4	48024.6	16619.2	20140.5	13942.0	10697.0	3555.0	3061.0	2305.0
"EAK Landet"	"2.12 Annet"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	13942.0	10697.0	3555.0	3061.0	2305.0
"EAK Landet"	"2.12 Annet"	"Biogassproduksjon"	"I alt"	0.0	0.0	0.0	0.0	0.0	64.0	25.0	23.0	1156.0	2.0
"EAK Landet"	"2.12 Annet"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	64.0	25.0	23.0	1156.0	2.0
"EAK Landet"	"2.12 Annet"	"Kompostering"	"I alt"	20.0	0.0	5.4	128.0	84.0	1248.0	1969.0	0.0	366.0	0.0
"EAK Landet"	"2.12 Annet"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	1248.0	1969.0	0.0	366.0	0.0
"EAK Landet"	"2.12 Annet"	"Annet"	"I alt"	10054.9	995.5	429.7	951.5	946.9	711.0	1322.0	65.0	35.0	36.0
"EAK Landet"	"2.12 Annet"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.12 Annet"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	711.0	1322.0	65.0	35.0	36.0
"EAK Landet"	"2.13 Byggavfall"	"i alt"	"I alt"	.	.	.	56979.8	69065.5	66486.0	46358.0	50058.0	43909.0	46092.0
"EAK Landet"	"2.13 Byggavfall"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	66486.0	46358.0	50058.0	43909.0	46092.0
"EAK Landet"	"2.13 Byggavfall"	"Materialgjenvinning"	"I alt"	.	.	.	5330.5	10140.9	7366.0	14164.0	13980.0	12683.0	11012.0
"EAK Landet"	"2.13 Byggavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	7366.0	14164.0	13980.0	12683.0	11012.0
"EAK Landet"	"2.13 Byggavfall"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.13 Byggavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.13 Byggavfall"	"Deponi"	"I alt"	.	.	.	51584.2	58843.3	58445.0	32088.0	35443.0	30679.0	34852.0
"EAK Landet"	"2.13 Byggavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	58445.0	32088.0	35443.0	30679.0	34852.0
"EAK Landet"	"2.13 Byggavfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Annet"	"I alt"	.	.	.	65.0	81.3	675.0	106.0	635.0	547.0	228.0
"EAK Landet"	"2.13 Byggavfall"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.13 Byggavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	675.0	106.0	635.0	547.0	228.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"I alt"	.	.	.	.	.	28669.0	34687.0	38968.0	33892.0	30747.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	28669.0	34687.0	38968.0	33892.0	30747.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	9705.0	13354.0	15931.0	12998.0	13084.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	9705.0	13354.0	15931.0	12998.0	13084.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"I alt"	.	.	.	.	.	18952.0	21333.0	23037.0	20894.0	17654.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	18952.0	21333.0	23037.0	20894.0	17654.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"I alt"	.	.	.	.	.	12.0	0.0	0.0	0.0	9.0
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	12.0	0.0	0.0	0.0	9.0
"EAK Landet"	"2.15 Gips"	"i alt"	"I alt"	.	.	.	.	.	18606.0	20375.0	18955.0	18552.0	17939.0
"EAK Landet"	"2.15 Gips"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	18606.0	20375.0	18955.0	18552.0	17939.0
"EAK Landet"	"2.15 Gips"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	16183.0	18197.0	17022.0	16861.0	16025.0
"EAK Landet"	"2.15 Gips"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	16183.0	18197.0	17022.0	16861.0	16025.0
"EAK Landet"	"2.15 Gips"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	65.0	187.0	103.0	125.0
"EAK Landet"	"2.15 Gips"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	65.0	187.0	103.0	125.0
"EAK Landet"	"2.15 Gips"	"Deponi"	"I alt"	.	.	.	.	.	2232.0	2104.0	1746.0	1588.0	1789.0
"EAK Landet"	"2.15 Gips"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	2232.0	2104.0	1746.0	1588.0	1789.0
"EAK Landet"	"2.15 Gips"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Annet"	"I alt"	.	.	.	.	.	191.0	9.0	0.0	0.0	0.0
"EAK Landet"	"2.15 Gips"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.15 Gips"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	191.0	9.0	0.0	0.0	0.0
"EAK Landet"	"2.16 Bildekk"	"i alt"	"I alt"	.	.	.	.	.	3938.0	4303.0	3925.0	3875.0	3748.0
"EAK Landet"	"2.16 Bildekk"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	3938.0	4303.0	3925.0	3875.0	3748.0
"EAK Landet"	"2.16 Bildekk"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	3389.0	3798.0	3263.0	3541.0	3292.0
"EAK Landet"	"2.16 Bildekk"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
