"region";"næring (SN2007)";"organisasjonsform";"kvartal";"statistikkvariabel";"07165: Konkurser, etter region, næring (SN2007), organisasjonsform, kvartal og statistikkvariabel"
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2008K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2009K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2009K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2009K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2009K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2010K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2010K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2010K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2010K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2011K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2011K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2011K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2011K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2012K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2012K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2012K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2012K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2013K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2013K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2013K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2013K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2014K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2014K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2014K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2014K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2015K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2015K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2015K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2015K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2016K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2016K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2016K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2016K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2017K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2017K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2017K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2017K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2018K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2018K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2018K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2018K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2019K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2019K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2019K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2019K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2020K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2020K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2020K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2020K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2021K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2021K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2021K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2021K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2022K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2022K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2022K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2022K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2023K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2023K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2023K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2023K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2024K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2024K2";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2024K3";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2024K4";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2025K1";"Konkurser";0
"0 Hele landet";"81 Tjenester tilknyttet eiendomsdrift";"66 Uoppgitt";"2025K2";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2006K1";"Konkurser";19
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2006K2";"Konkurser";14
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2006K3";"Konkurser";25
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2006K4";"Konkurser";17
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2007K1";"Konkurser";22
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2007K2";"Konkurser";16
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2007K3";"Konkurser";18
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2007K4";"Konkurser";22
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2008K1";"Konkurser";19
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2008K2";"Konkurser";20
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2008K3";"Konkurser";16
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2008K4";"Konkurser";27
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2009K1";"Konkurser";20
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2009K2";"Konkurser";18
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2009K3";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2009K4";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2010K1";"Konkurser";22
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2010K2";"Konkurser";18
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2010K3";"Konkurser";17
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2010K4";"Konkurser";21
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2011K1";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2011K2";"Konkurser";20
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2011K3";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2011K4";"Konkurser";24
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2012K1";"Konkurser";17
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2012K2";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2012K3";"Konkurser";17
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2012K4";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2013K1";"Konkurser";14
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2013K2";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2013K3";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2013K4";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2014K1";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2014K2";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2014K3";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2014K4";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2015K1";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2015K2";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2015K3";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2015K4";"Konkurser";15
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2016K1";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2016K2";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2016K3";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2016K4";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2017K1";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2017K2";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2017K3";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2017K4";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2018K1";"Konkurser";18
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2018K2";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2018K3";"Konkurser";16
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2018K4";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2019K1";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2019K2";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2019K3";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2019K4";"Konkurser";12
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2020K1";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2020K2";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2020K3";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2020K4";"Konkurser";19
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2021K1";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2021K2";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2021K3";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2021K4";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2022K1";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2022K2";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2022K3";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2022K4";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2023K1";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2023K2";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2023K3";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2023K4";"Konkurser";14
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2024K1";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2024K2";"Konkurser";13
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2024K3";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2024K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2025K1";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"99 I alt";"2025K2";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K1";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K2";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K3";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K4";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K1";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K2";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K3";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K1";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K2";"Konkurser";6
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K3";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K4";"Konkurser";10
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K1";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K3";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K1";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K3";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K4";"Konkurser";11
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K1";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K2";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K3";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K4";"Konkurser";9
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K1";"Konkurser";8
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K3";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K4";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K1";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K2";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K3";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K4";"Konkurser";5
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K1";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K2";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K3";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K1";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K2";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K3";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K4";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K1";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K2";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K3";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K1";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K3";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K1";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K2";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K3";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K4";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K1";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K2";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K3";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K4";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K1";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K2";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K3";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K4";"Konkurser";7
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K1";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K2";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K3";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K4";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K1";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K2";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K3";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K4";"Konkurser";4
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K1";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K3";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K4";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K1";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K3";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K4";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2025K1";"Konkurser";3
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"85 Enkeltpersonforetak inkl. personlige konkurser";"2025K2";"Konkurser";2
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2006K1";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2006K2";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2006K3";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2006K4";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2007K1";"Konkurser";1
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2007K2";"Konkurser";0
"0 Hele landet";"82 Annen forretningsmessig tjenesteyting";"02 Ansvarlig selskap";"2007K3";"Konkurser";0
