"region";"næring (SN2007)";"organisasjonsform";"kvartal";"statistikkvariabel";"07165: Konkurser, etter region, næring (SN2007), organisasjonsform, kvartal og statistikkvariabel"
"0 Hele landet";"01-99 Total";"99 I alt";"2006K1";"Konkurser";845
"0 Hele landet";"01-99 Total";"99 I alt";"2006K2";"Konkurser";689
"0 Hele landet";"01-99 Total";"99 I alt";"2006K3";"Konkurser";710
"0 Hele landet";"01-99 Total";"99 I alt";"2006K4";"Konkurser";788
"0 Hele landet";"01-99 Total";"99 I alt";"2007K1";"Konkurser";881
"0 Hele landet";"01-99 Total";"99 I alt";"2007K2";"Konkurser";691
"0 Hele landet";"01-99 Total";"99 I alt";"2007K3";"Konkurser";583
"0 Hele landet";"01-99 Total";"99 I alt";"2007K4";"Konkurser";690
"0 Hele landet";"01-99 Total";"99 I alt";"2008K1";"Konkurser";753
"0 Hele landet";"01-99 Total";"99 I alt";"2008K2";"Konkurser";875
"0 Hele landet";"01-99 Total";"99 I alt";"2008K3";"Konkurser";834
"0 Hele landet";"01-99 Total";"99 I alt";"2008K4";"Konkurser";1175
"0 Hele landet";"01-99 Total";"99 I alt";"2009K1";"Konkurser";1418
"0 Hele landet";"01-99 Total";"99 I alt";"2009K2";"Konkurser";1384
"0 Hele landet";"01-99 Total";"99 I alt";"2009K3";"Konkurser";1028
"0 Hele landet";"01-99 Total";"99 I alt";"2009K4";"Konkurser";1183
"0 Hele landet";"01-99 Total";"99 I alt";"2010K1";"Konkurser";1211
"0 Hele landet";"01-99 Total";"99 I alt";"2010K2";"Konkurser";1240
"0 Hele landet";"01-99 Total";"99 I alt";"2010K3";"Konkurser";949
"0 Hele landet";"01-99 Total";"99 I alt";"2010K4";"Konkurser";1035
"0 Hele landet";"01-99 Total";"99 I alt";"2011K1";"Konkurser";1179
"0 Hele landet";"01-99 Total";"99 I alt";"2011K2";"Konkurser";1158
"0 Hele landet";"01-99 Total";"99 I alt";"2011K3";"Konkurser";934
"0 Hele landet";"01-99 Total";"99 I alt";"2011K4";"Konkurser";1084
"0 Hele landet";"01-99 Total";"99 I alt";"2012K1";"Konkurser";1075
"0 Hele landet";"01-99 Total";"99 I alt";"2012K2";"Konkurser";900
"0 Hele landet";"01-99 Total";"99 I alt";"2012K3";"Konkurser";840
"0 Hele landet";"01-99 Total";"99 I alt";"2012K4";"Konkurser";999
"0 Hele landet";"01-99 Total";"99 I alt";"2013K1";"Konkurser";1184
"0 Hele landet";"01-99 Total";"99 I alt";"2013K2";"Konkurser";1316
"0 Hele landet";"01-99 Total";"99 I alt";"2013K3";"Konkurser";908
"0 Hele landet";"01-99 Total";"99 I alt";"2013K4";"Konkurser";1156
"0 Hele landet";"01-99 Total";"99 I alt";"2014K1";"Konkurser";1299
"0 Hele landet";"01-99 Total";"99 I alt";"2014K2";"Konkurser";1268
"0 Hele landet";"01-99 Total";"99 I alt";"2014K3";"Konkurser";1035
"0 Hele landet";"01-99 Total";"99 I alt";"2014K4";"Konkurser";1201
"0 Hele landet";"01-99 Total";"99 I alt";"2015K1";"Konkurser";1294
"0 Hele landet";"01-99 Total";"99 I alt";"2015K2";"Konkurser";1165
"0 Hele landet";"01-99 Total";"99 I alt";"2015K3";"Konkurser";879
"0 Hele landet";"01-99 Total";"99 I alt";"2015K4";"Konkurser";1124
"0 Hele landet";"01-99 Total";"99 I alt";"2016K1";"Konkurser";1163
"0 Hele landet";"01-99 Total";"99 I alt";"2016K2";"Konkurser";1352
"0 Hele landet";"01-99 Total";"99 I alt";"2016K3";"Konkurser";998
"0 Hele landet";"01-99 Total";"99 I alt";"2016K4";"Konkurser";1031
"0 Hele landet";"01-99 Total";"99 I alt";"2017K1";"Konkurser";1254
"0 Hele landet";"01-99 Total";"99 I alt";"2017K2";"Konkurser";1124
"0 Hele landet";"01-99 Total";"99 I alt";"2017K3";"Konkurser";953
"0 Hele landet";"01-99 Total";"99 I alt";"2017K4";"Konkurser";1226
"0 Hele landet";"01-99 Total";"99 I alt";"2018K1";"Konkurser";1301
"0 Hele landet";"01-99 Total";"99 I alt";"2018K2";"Konkurser";1361
"0 Hele landet";"01-99 Total";"99 I alt";"2018K3";"Konkurser";1076
"0 Hele landet";"01-99 Total";"99 I alt";"2018K4";"Konkurser";1272
"0 Hele landet";"01-99 Total";"99 I alt";"2019K1";"Konkurser";1333
"0 Hele landet";"01-99 Total";"99 I alt";"2019K2";"Konkurser";1294
"0 Hele landet";"01-99 Total";"99 I alt";"2019K3";"Konkurser";1116
"0 Hele landet";"01-99 Total";"99 I alt";"2019K4";"Konkurser";1270
"0 Hele landet";"01-99 Total";"99 I alt";"2020K1";"Konkurser";1245
"0 Hele landet";"01-99 Total";"99 I alt";"2020K2";"Konkurser";937
"0 Hele landet";"01-99 Total";"99 I alt";"2020K3";"Konkurser";800
"0 Hele landet";"01-99 Total";"99 I alt";"2020K4";"Konkurser";1119
"0 Hele landet";"01-99 Total";"99 I alt";"2021K1";"Konkurser";839
"0 Hele landet";"01-99 Total";"99 I alt";"2021K2";"Konkurser";937
"0 Hele landet";"01-99 Total";"99 I alt";"2021K3";"Konkurser";660
"0 Hele landet";"01-99 Total";"99 I alt";"2021K4";"Konkurser";889
"0 Hele landet";"01-99 Total";"99 I alt";"2022K1";"Konkurser";938
"0 Hele landet";"01-99 Total";"99 I alt";"2022K2";"Konkurser";934
"0 Hele landet";"01-99 Total";"99 I alt";"2022K3";"Konkurser";835
"0 Hele landet";"01-99 Total";"99 I alt";"2022K4";"Konkurser";1006
"0 Hele landet";"01-99 Total";"99 I alt";"2023K1";"Konkurser";1317
"0 Hele landet";"01-99 Total";"99 I alt";"2023K2";"Konkurser";1068
"0 Hele landet";"01-99 Total";"99 I alt";"2023K3";"Konkurser";946
"0 Hele landet";"01-99 Total";"99 I alt";"2023K4";"Konkurser";1186
"0 Hele landet";"01-99 Total";"99 I alt";"2024K1";"Konkurser";1133
"0 Hele landet";"01-99 Total";"99 I alt";"2024K2";"Konkurser";1272
"0 Hele landet";"01-99 Total";"99 I alt";"2024K3";"Konkurser";939
"0 Hele landet";"01-99 Total";"99 I alt";"2024K4";"Konkurser";1199
"0 Hele landet";"01-99 Total";"99 I alt";"2025K1";"Konkurser";1178
"0 Hele landet";"01-99 Total";"99 I alt";"2025K2";"Konkurser";1144
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K1";"Konkurser";340
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K2";"Konkurser";238
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K3";"Konkurser";231
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2006K4";"Konkurser";271
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K1";"Konkurser";338
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K2";"Konkurser";259
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K3";"Konkurser";198
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2007K4";"Konkurser";206
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K1";"Konkurser";206
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K2";"Konkurser";286
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K3";"Konkurser";252
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2008K4";"Konkurser";293
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K1";"Konkurser";325
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K2";"Konkurser";363
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K3";"Konkurser";210
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2009K4";"Konkurser";302
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K1";"Konkurser";346
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K2";"Konkurser";395
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K3";"Konkurser";247
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2010K4";"Konkurser";286
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K1";"Konkurser";308
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K2";"Konkurser";358
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K3";"Konkurser";257
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2011K4";"Konkurser";258
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K1";"Konkurser";301
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K2";"Konkurser";239
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K3";"Konkurser";216
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2012K4";"Konkurser";295
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K1";"Konkurser";348
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K2";"Konkurser";406
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K3";"Konkurser";222
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2013K4";"Konkurser";335
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K1";"Konkurser";378
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K2";"Konkurser";391
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K3";"Konkurser";290
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2014K4";"Konkurser";310
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K1";"Konkurser";332
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K2";"Konkurser";299
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K3";"Konkurser";227
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2015K4";"Konkurser";276
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K1";"Konkurser";309
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K2";"Konkurser";396
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K3";"Konkurser";285
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2016K4";"Konkurser";246
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K1";"Konkurser";319
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K2";"Konkurser";247
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K3";"Konkurser";220
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2017K4";"Konkurser";316
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K1";"Konkurser";281
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K2";"Konkurser";285
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K3";"Konkurser";258
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2018K4";"Konkurser";301
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K1";"Konkurser";284
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K2";"Konkurser";312
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K3";"Konkurser";203
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2019K4";"Konkurser";213
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K1";"Konkurser";191
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K2";"Konkurser";61
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K3";"Konkurser";70
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2020K4";"Konkurser";229
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K1";"Konkurser";135
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K2";"Konkurser";210
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K3";"Konkurser";119
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2021K4";"Konkurser";173
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K1";"Konkurser";166
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K2";"Konkurser";208
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K3";"Konkurser";129
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2022K4";"Konkurser";170
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K1";"Konkurser";227
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K2";"Konkurser";222
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K3";"Konkurser";123
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2023K4";"Konkurser";200
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K1";"Konkurser";163
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K2";"Konkurser";187
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K3";"Konkurser";83
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2024K4";"Konkurser";193
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2025K1";"Konkurser";151
"0 Hele landet";"01-99 Total";"85 Enkeltpersonforetak inkl. personlige konkurser";"2025K2";"Konkurser";155
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2006K1";"Konkurser";5
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2006K2";"Konkurser";6
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2006K3";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2006K4";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2007K1";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2007K2";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2007K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2007K4";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2008K1";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2008K2";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2008K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2008K4";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2009K1";"Konkurser";6
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2009K2";"Konkurser";5
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2009K3";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2009K4";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2010K1";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2010K2";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2010K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2010K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2011K1";"Konkurser";6
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2011K2";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2011K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2011K4";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2012K1";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2012K2";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2012K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2012K4";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2013K1";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2013K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2013K3";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2013K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2014K1";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2014K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2014K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2014K4";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2015K1";"Konkurser";4
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2015K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2015K3";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2015K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2016K1";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2016K2";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2016K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2016K4";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2017K1";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2017K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2017K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2017K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2018K1";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2018K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2018K3";"Konkurser";3
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2018K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2019K1";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2019K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2019K3";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2019K4";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2020K1";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2020K2";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2020K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2020K4";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2021K1";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2021K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2021K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2021K4";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2022K1";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2022K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2022K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2022K4";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2023K1";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2023K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2023K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2023K4";"Konkurser";2
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2024K1";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2024K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2024K3";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2024K4";"Konkurser";0
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2025K1";"Konkurser";1
"0 Hele landet";"01-99 Total";"02 Ansvarlig selskap";"2025K2";"Konkurser";0
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2006K1";"Konkurser";463
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2006K2";"Konkurser";415
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2006K3";"Konkurser";438
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2006K4";"Konkurser";461
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2007K1";"Konkurser";463
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2007K2";"Konkurser";363
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2007K3";"Konkurser";328
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2007K4";"Konkurser";427
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2008K1";"Konkurser";478
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2008K2";"Konkurser";503
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2008K3";"Konkurser";495
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2008K4";"Konkurser";766
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2009K1";"Konkurser";943
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2009K2";"Konkurser";843
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2009K3";"Konkurser";698
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2009K4";"Konkurser";737
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2010K1";"Konkurser";737
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2010K2";"Konkurser";676
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2010K3";"Konkurser";599
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2010K4";"Konkurser";641
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2011K1";"Konkurser";719
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2011K2";"Konkurser";658
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2011K3";"Konkurser";565
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2011K4";"Konkurser";702
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2012K1";"Konkurser";638
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2012K2";"Konkurser";542
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2012K3";"Konkurser";514
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2012K4";"Konkurser";588
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2013K1";"Konkurser";700
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2013K2";"Konkurser";742
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2013K3";"Konkurser";599
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2013K4";"Konkurser";707
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2014K1";"Konkurser";801
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2014K2";"Konkurser";786
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2014K3";"Konkurser";681
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2014K4";"Konkurser";830
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2015K1";"Konkurser";903
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2015K2";"Konkurser";811
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2015K3";"Konkurser";595
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2015K4";"Konkurser";806
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2016K1";"Konkurser";812
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2016K2";"Konkurser";911
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2016K3";"Konkurser";670
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2016K4";"Konkurser";756
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2017K1";"Konkurser";885
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2017K2";"Konkurser";828
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2017K3";"Konkurser";710
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2017K4";"Konkurser";867
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2018K1";"Konkurser";985
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2018K2";"Konkurser";1034
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2018K3";"Konkurser";791
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2018K4";"Konkurser";936
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2019K1";"Konkurser";1011
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2019K2";"Konkurser";955
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2019K3";"Konkurser";887
"0 Hele landet";"01-99 Total";"03 Aksjeselskap (AS)";"2019K4";"Konkurser";1010
