"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.4207 Flekkefjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	7	6	6	6	6	3	5	5	8	7	7	7	7	8	9
"Sysselsatte"	"K.4207 Flekkefjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4207 Flekkefjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	10	10	10	10	12	12	13	12	12	11	12	13	14	14	13	14	15
"Sysselsatte"	"K.4207 Flekkefjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0
"Sysselsatte"	"K.4207 Flekkefjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4211 Gjerstad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	3	3	3	3	..	0	0	3	3	4	4	4	4	4	4
"Sysselsatte"	"K.4211 Gjerstad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4211 Gjerstad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4211 Gjerstad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4211 Gjerstad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4212 Vegårshei"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	0	3	3	3	3	3	3	3
"Sysselsatte"	"K.4212 Vegårshei"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4212 Vegårshei"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4212 Vegårshei"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4212 Vegårshei"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4213 Tvedestrand"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	6	7	7	5	6	6	6	6	7	6	5	6	6	6	5	9
"Sysselsatte"	"K.4213 Tvedestrand"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4213 Tvedestrand"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4213 Tvedestrand"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4213 Tvedestrand"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4214 Froland"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	4	4	3	4	4	4	4	7	4	5	5	5	8	5	5	4
"Sysselsatte"	"K.4214 Froland"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4214 Froland"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4214 Froland"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4214 Froland"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4215 Lillesand"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	8	8	8	7	7	8	5	6	8	8	7	8	11	9	9	10
"Sysselsatte"	"K.4215 Lillesand"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4215 Lillesand"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4215 Lillesand"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4215 Lillesand"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4216 Birkenes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	4	4	6	5	5	5	6	6	6	5	7	7	6	7	5
"Sysselsatte"	"K.4216 Birkenes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4216 Birkenes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4216 Birkenes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4216 Birkenes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4217 Åmli"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	3	3	..	3	0	0	3	0	0	0	0	0	0
"Sysselsatte"	"K.4217 Åmli"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4217 Åmli"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4217 Åmli"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4217 Åmli"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4218 Iveland"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	3	3	4	3	3	3	3	3
"Sysselsatte"	"K.4218 Iveland"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4218 Iveland"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4218 Iveland"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4218 Iveland"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4219 Evje og Hornnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	6	6	5	4	3	..	3	3	3	0	3	0	0	0	3	3
"Sysselsatte"	"K.4219 Evje og Hornnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4219 Evje og Hornnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4219 Evje og Hornnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4219 Evje og Hornnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4220 Bygland"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	0	..	..	0	0	3	0	0	3	0	3	0	3
"Sysselsatte"	"K.4220 Bygland"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4220 Bygland"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4220 Bygland"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4220 Bygland"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4221 Valle"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	4	..	3	3	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4221 Valle"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4221 Valle"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4221 Valle"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4221 Valle"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4222 Bykle"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	3	3	3	3	3	3	3	3	3	4	4	5
"Sysselsatte"	"K.4222 Bykle"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4222 Bykle"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4222 Bykle"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4222 Bykle"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4223 Vennesla"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	10	10	10	9	11	9	10	13	13	13	13	14	16	15	13	13	10
"Sysselsatte"	"K.4223 Vennesla"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4223 Vennesla"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4223 Vennesla"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.4223 Vennesla"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4224 Åseral"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	3	..	..	..	0	0	0	0	3	3	3	0	3	3
"Sysselsatte"	"K.4224 Åseral"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4224 Åseral"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4224 Åseral"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4224 Åseral"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4225 Lyngdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	7	8	11	8	10	7	7	8	9	8
"Sysselsatte"	"K.4225 Lyngdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4225 Lyngdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4225 Lyngdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sysselsatte"	"K.4225 Lyngdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4226 Hægebostad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	3	3	3	3	0	3	3	0	3	3	0	0
"Sysselsatte"	"K.4226 Hægebostad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4226 Hægebostad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4226 Hægebostad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4226 Hægebostad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4227 Kvinesdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	3	4	4	4	4	4	4	5	5	4	4	4	3	4	4	4
"Sysselsatte"	"K.4227 Kvinesdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4227 Kvinesdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4227 Kvinesdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4227 Kvinesdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4228 Sirdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	3	..	3	3	3	3	0	3	5	3	6	3
"Sysselsatte"	"K.4228 Sirdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4228 Sirdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4228 Sirdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4228 Sirdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1101 Eigersund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	11	12	13	11	12	11	11	10	11	11	11	11	12	11	11	14	11
"Sysselsatte"	"K.1101 Eigersund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1101 Eigersund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1101 Eigersund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1101 Eigersund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1103 Stavanger"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	82	..	88	..	83	83	90	97	97	101	99	91	105	105
"Sysselsatte"	"K.1103 Stavanger"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1103 Stavanger"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	130	133	126	142	149	158	164	156	168	155	161	146	136	150	151	160	168
"Sysselsatte"	"K.1103 Stavanger"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	7	9	9	12	11	10	9	9	8	11	9	6	5	6	10	10	7
"Sysselsatte"	"K.1103 Stavanger"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1106 Haugesund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	17	23	22	27	27	27	27	29	28	33	34	36	38	45	39	35	33
"Sysselsatte"	"K.1106 Haugesund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1106 Haugesund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	45	44	51	52	58	55	54	61	61	59	61	55	53	46	53	54	56
"Sysselsatte"	"K.1106 Haugesund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	3	3	3	5	4	..	3	3	5	5	4	0	0	0	6	7
"Sysselsatte"	"K.1106 Haugesund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1108 Sandnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	50	52	51	54	56	57	57	60	57	66	70	73	74	71	74	74	76
"Sysselsatte"	"K.1108 Sandnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1108 Sandnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1108 Sandnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	3	4	4	..	3	..	3	0	3	3	3	4	3	3	0	0
"Sysselsatte"	"K.1108 Sandnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1111 Sokndal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	4	3	..	..	3	0	0	3	3	3	3	3	3	0
"Sysselsatte"	"K.1111 Sokndal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1111 Sokndal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1111 Sokndal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1111 Sokndal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1112 Lund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	4	..	..	..	..	..	3	3	3	3	3	4	4	4	5	6
"Sysselsatte"	"K.1112 Lund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1112 Lund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1112 Lund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1112 Lund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1114 Bjerkreim"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	4	..	..	..	3	3	3	3	3	3	3	3	3	3
"Sysselsatte"	"K.1114 Bjerkreim"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1114 Bjerkreim"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1114 Bjerkreim"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1114 Bjerkreim"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1119 Hå"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	10	13	12	15	13	17	14	18	16	15	14	13	12	13	13	15	17
"Sysselsatte"	"K.1119 Hå"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1119 Hå"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1119 Hå"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1119 Hå"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1120 Klepp"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	13	9	10	10	10	12	15	14	14	13	15	15	15	13	14	12
"Sysselsatte"	"K.1120 Klepp"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1120 Klepp"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1120 Klepp"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	0	0	0	3	3	0	0	0	0	0	0
"Sysselsatte"	"K.1120 Klepp"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1121 Time"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	10	14	12	10	12	13	12	14	15	19	20	19	18	20	20	20	19
"Sysselsatte"	"K.1121 Time"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1121 Time"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1121 Time"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	3	3	3	3	3	3	0	3	0	0	0	0
"Sysselsatte"	"K.1121 Time"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1122 Gjesdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	7	6	7	8	8	5	7	7	10	11	11	11	10	9	10	10
"Sysselsatte"	"K.1122 Gjesdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1122 Gjesdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1122 Gjesdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1122 Gjesdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1124 Sola"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	13	13	15	17	18	19	19	20	21	22	20	21	21	24	20	20	21
"Sysselsatte"	"K.1124 Sola"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1124 Sola"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	..	..	..	..	..	..	0	3	0	0	3	0	0	0	0	3
"Sysselsatte"	"K.1124 Sola"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.1124 Sola"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1127 Randaberg"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	8	8	10	8	8	8	11	11	12	11	11	9	8	11	11
"Sysselsatte"	"K.1127 Randaberg"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1127 Randaberg"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1127 Randaberg"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
