spilleliste,spilleliste_id,artist,artist_id,album,album_id,sang,sang_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers 50 Years - Vol. 1,4myZOIXY0re1KKU0JHbhSa,Reels: Tie the Bonnet / Scotch Mary / The Mountain Road / Maud Miller's / Tulla Reel,3qCXyoBGvmbLazTo8PqPwA,0.0668,0.574,0.886,0.809,10.0,0.051,-5.948,0.0,0.0547,120.525,0.394
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers 50 Years - Vol. 1,4myZOIXY0re1KKU0JHbhSa,Down by the Laganside,1lwRlF190qopnSFqjiBJR3,0.209,0.455,0.673,0.000181,2.0,0.387,-7.409,1.0,0.0274,94.012,0.599
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Liverpool Lou,0C6uZYdzaV4BZgnAxeigtL,0.209,0.504,0.421,2.36e-05,5.0,0.107,-10.372,1.0,0.0265,83.182,0.334
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,The Gypsy Rover,3Sz8KBz77w77iRVB6BREGS,0.133,0.549,0.55,1.93e-06,7.0,0.207,-10.829,1.0,0.0338,123.686,0.692
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Muirsheen Durkin,643Q8IPMgn4m8ohWEyrHUd,0.511,0.596,0.692,0.00582,7.0,0.0633,-10.073,1.0,0.0434,120.226,0.843
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Come by the Hills,34onvhFWJvdXVneSyQ1DeY,0.475,0.49,0.423,4.05e-05,2.0,0.34,-12.426,1.0,0.0294,122.225,0.534
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,The Gallant Forty-Twa,0e95tf6uFzgcqdefSxggZO,0.687,0.703,0.868,0.000737,3.0,0.31,-7.859,1.0,0.0582,119.951,0.943
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Whiskey on a Sunday,51JfHkjtyhYyPcBL313pzZ,0.136,0.346,0.42,0.0,1.0,0.262,-12.734,0.0,0.0361,168.866,0.383
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Farewell to Carlingford,029DVZSkHzYzcuaxIu6Ead,0.134,0.593,0.707,0.0,0.0,0.0475,-9.039,1.0,0.0309,119.532,0.889
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Unlisted,2IVgHc7awlK7zuJHcMHf8n,0.506,0.703,0.675,0.143,2.0,0.0672,-9.974,1.0,0.0375,119.722,0.964
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,"I'm a Rambler, I'm a Gambler",2Hd2CS5UjX2N8vJkkwVgNY,0.594,0.616,0.717,0.0,9.0,0.158,-7.991,1.0,0.0328,104.509,0.813
Omatt,15GcrfdDnabxw8zq0bRVfB,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Led Zeppelin III (Remaster),6P5QHz4XtxOmS5EuiGIPut,Since I've Been Loving You - Remaster,1SDiiE3v2z89VxC3aVRKHQ,0.0021,0.393,0.364,0.0703,5.0,0.121,-10.945,0.0,0.0345,118.566,0.308
Omatt,15GcrfdDnabxw8zq0bRVfB,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,Toxicity,6jWde94ln40epKIQCd8XUh,Toxicity,0snQkGI5qnAmohLE7jTsTn,0.000264,0.413,0.873,0.00249,8.0,0.204,-4.151,1.0,0.0536,116.68,0.48
Omatt,15GcrfdDnabxw8zq0bRVfB,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,We Like It Here,4GzjQ0xXRlLl78ih481BUi,Lingus,68d6ZfyMUYURol2y15Ta2Y,0.147,0.457,0.776,0.676,9.0,0.689,-10.238,0.0,0.142,129.896,0.476
Omatt,15GcrfdDnabxw8zq0bRVfB,Mathieu Fiset,07icU8dCi2MTeBGuvN8NyL,Robojazz,5cVnNOmwcCf2I6TH7vJnFF,Chick's Pain,6IAc8O7MiS2lJiTabpjC7S,0.41,0.622,0.736,0.8,4.0,0.244,-11.426,0.0,0.0384,129.821,0.869
Omatt,15GcrfdDnabxw8zq0bRVfB,Guthrie Govan,19MZg9MYc5xw08l09RCfrT,Erotic Cakes,5dyK5Pm3dJzZAKkZLaPNXm,Wonderful Slippery Thing,3MbHBhGhJr7anwlETNVTRA,0.0612,0.544,0.794,0.585,11.0,0.076,-7.05,0.0,0.0523,96.02,0.711
Omatt,15GcrfdDnabxw8zq0bRVfB,Vincen García,1E17v2QgyFXkqxsHngr6YD,Ventura,0WeGWlrPB1nZrH70yNuMB9,Aprieta,7EKKbhTPNLhTFzpXJlLhhd,0.206,0.587,0.763,0.839,2.0,0.111,-10.519,1.0,0.0408,147.013,0.727
Omatt,15GcrfdDnabxw8zq0bRVfB,Yes,7AC976RDJzL2asmZuz7qil,Fragile (Super Deluxe),78tN6vBPHHyNk4sZYnS5X4,Roundabout - 2024 Remaster,466C6kwoJHLUJ8VHG98hCY,0.148,0.429,0.711,0.0514,4.0,0.291,-11.314,0.0,0.0793,132.143,0.416
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Mountain Tay,0TFik3KXDDFEx8eFgQkvgO,0.522,0.746,0.81,0.00455,5.0,0.0421,-8.832,0.0,0.0394,112.696,0.812
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Rolling Home to Ireland,02lDGd53eB6crKKN4xognB,0.541,0.6,0.815,0.0439,7.0,0.19,-8.603,1.0,0.0382,130.584,0.843
Omatt,15GcrfdDnabxw8zq0bRVfB,Freak Kitchen,0HtEZODdzPzZhdehDcF3fX,Freak Kitchen,5X8WrxCc3GNpeX9fbN06MY,Michael & The Syndrome,5EIrZAT9fT304ZjCWiFJEp,0.0143,0.629,0.611,0.0,5.0,0.0383,-9.146,0.0,0.0339,95.546,0.772
Omatt,15GcrfdDnabxw8zq0bRVfB,The Aristocrats,1V4jsLjkic1Mxvdke86Qth,Duck,5RTvGhT9NIj9OxxiWt4RIw,Aristoclub,3oJbcf2IjHMa0BHK3A43iz,9.1e-06,0.411,0.873,0.833,1.0,0.67,-7.964,0.0,0.0365,133.048,0.618
,6PYnztH5GLd2xVEAw9Wv9c,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,No Brainer,02drHFQa59AoJWU6DXSSjd,No Brainer,5WvAo7DNuPRmk4APhdPzi8,0.0733,0.552,0.76,0.0,0.0,0.0865,-4.706,1.0,0.342,135.702,0.639
Omatt,15GcrfdDnabxw8zq0bRVfB,Donald Fagen,0S1SjYebdSaiMpI8xSW2Wb,Sunken Condos,0dGQr1so9XR6vrdMpNBcXg,Slinky Thing,2hL5Cif7fU0pEh3NW4ohE2,0.578,0.773,0.539,0.00111,4.0,0.121,-9.524,0.0,0.0464,88.958,0.628
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,Another Round,7dUj8xwItvNidixaT4CIq8,The Roving Trade,4DzDoiCdhAuMdv4Xo7IRYA,0.701,0.601,0.932,0.00136,2.0,0.404,-3.338,1.0,0.0977,120.52,0.937
Omatt,15GcrfdDnabxw8zq0bRVfB,Maynard Ferguson,6T4kUHIlszpj944ZXR3yNw,Carnival,2TTkyu86wjF0ctenpw966O,Birdland,5riSr1LFW4Bv7JzMNwIc9C,0.0142,0.622,0.687,0.85,5.0,0.0746,-12.997,1.0,0.0536,166.737,0.888
Omatt,15GcrfdDnabxw8zq0bRVfB,Eric Johnson,4CxobvwTpmfpIEbkYh4pAb,Ah Via Musicom,4euX7BHHIVZecdn7Ii3eg2,Cliffs Of Dover - Instrumental,5qm0KiVKMXW1kq6VrnIhz5,0.162,0.449,0.775,0.149,7.0,0.248,-12.029,1.0,0.0405,94.907,0.313
Omatt,15GcrfdDnabxw8zq0bRVfB,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,The Royal Scam,67dxz02xFC7twfFj8Tyh2H,Kid Charlemagne,1Ah2XT5vP7kZxS0iXuitik,0.273,0.534,0.69,0.00501,0.0,0.654,-9.644,1.0,0.0635,95.905,0.763
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Unicorn,6klNUguqCVPlAqV7x7wQAQ,Pat Of Mullinger,1kZclGPdkuInvZsH20lYFJ,0.724,0.65,0.445,0.0,7.0,0.0818,-11.828,1.0,0.0574,118.916,0.901
Omatt,15GcrfdDnabxw8zq0bRVfB,Larry Carlton,7aRi9OzdA2ciputfuguaPK,Larry Carlton,6Z9unss1LNFGe9mpQVGM0X,Room 335 - Long Version,6Jr4qvO1Z79POqmDFRqusV,0.152,0.528,0.471,0.597,2.0,0.0969,-12.258,1.0,0.0347,128.293,0.743
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Sweet Strabane,3sBlwpUsTbCPxviehqJfYP,0.303,0.311,0.395,2.03e-05,9.0,0.409,-11.199,1.0,0.0299,141.376,0.439
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Turra Market,3vpGyrbnqefkYFVZKTHQPW,0.414,0.662,0.744,0.0,7.0,0.221,-7.694,1.0,0.0392,107.079,0.922
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Young Roddy McCorley,3dUHTpeRN4SNCsovTVLdU5,0.425,0.428,0.495,0.0,5.0,0.21,-8.727,1.0,0.0303,112.821,0.649
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Tied up With a Black Velvet Band,116ETkuNhzSj7UA9V4891v,0.436,0.562,0.581,0.0,2.0,0.166,-9.086,1.0,0.0303,97.19,0.711
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,My Boy Willie,2t4eltgagvnrOgaXiScneJ,0.0862,0.523,0.48,0.0,7.0,0.387,-11.231,0.0,0.0281,122.012,0.331
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Caltan Weaver,3juxv7rn8Br2zlPl1jPYx4,0.355,0.604,0.517,0.0,5.0,0.223,-10.44,1.0,0.0272,115.192,0.804
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Good Luck to the Barleymow,6mpniBDyn9PfOsI4y9CVUk,0.697,0.729,0.849,0.00237,11.0,0.0782,-8.381,0.0,0.0684,133.183,0.969
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Wild Mountain Thyme,5y7ASmufQMG824iuwjyrM9,0.425,0.366,0.437,2.16e-06,2.0,0.113,-11.401,1.0,0.0277,92.307,0.267
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Three Reels,34oPuJ7LN9h1EUDWAyXPlR,0.653,0.712,0.828,0.983,5.0,0.105,-10.013,0.0,0.0551,123.077,0.733
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,"Weigh, Hey and up She Rises",2jAEq6iE59rvBmp6EGnMDh,0.349,0.64,0.764,3.1e-05,2.0,0.101,-8.719,1.0,0.0749,121.447,0.868
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,Wasn't That a Party,1hTspCloB6MCIRQUJxmp74,0.234,0.504,0.698,0.0,0.0,0.195,-9.222,1.0,0.0364,181.237,0.71
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers' gems,7vVAdeZyKRAvjLn3TRpjdZ,The Lovely Isle of Innishfree,1UM85Sn3jSxKLIs5zdKr5b,0.548,0.495,0.449,0.0,5.0,0.276,-10.254,1.0,0.0267,114.631,0.667
Omatt,15GcrfdDnabxw8zq0bRVfB,Vulfpeck,7pXu47GoqSYRajmBCjxdD6,Live at Madison Square Garden,5KmXBjpN0wHutYBoDJBxmM,Dean Town (Live at Madison Square Garden),7MNhvUp3m9ZZLVnpiRtUjJ,0.102,0.436,0.906,0.849,11.0,0.962,-6.2,1.0,0.0414,118.513,0.655
Omatt,15GcrfdDnabxw8zq0bRVfB,Youngblood Brass Band,5QJZUg9ngYII5FkgAGFgW7,center : level : roar,3xmy39vPHvznZhY5VLHwTs,Round One,7m8hY3NBCKL6RWDMtOM4jF,0.0207,0.519,0.929,0.529,2.0,0.328,-6.151,0.0,0.0636,110.452,0.721
Omatt,15GcrfdDnabxw8zq0bRVfB,Youngblood Brass Band,5QJZUg9ngYII5FkgAGFgW7,center : level : roar,3xmy39vPHvznZhY5VLHwTs,Brooklyn,3togetfNMl5Nb71YFKJ7aC,0.0649,0.442,0.794,0.221,8.0,0.213,-6.539,1.0,0.0805,96.789,0.789
Omatt,15GcrfdDnabxw8zq0bRVfB,Steve Vai,32Jb1X3wSmmoHj2epZReZA,Alien Love Secrets,1cBOYvZOaWzfNH2kfykjIe,Tender Surrender,1BpMzIbVYhLfXTQe7ob2sY,0.174,0.559,0.567,0.103,4.0,0.122,-7.155,0.0,0.036,130.036,0.227
The Irish Rovers,21lGpvhev1LjKuV2jauZiC,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,The Best Of The Irish Rovers,7eR6s2Ag147H5yHOG1CwDV,Goodbye Mick And Goodbye Pat,3PnbkGNpAzaXrCEOgDOmuM,0.729,0.669,0.741,0.0,7.0,0.0712,-6.413,1.0,0.0374,131.805,0.961
Omatt,15GcrfdDnabxw8zq0bRVfB,Slipknot,05fG473iIaoy82BF1aGhL8,Slipknot (10th Anniversary Edition),2dL9Q5AtIv4Rw1L6lKcIUc,Wait and Bleed,2gscB6kDOmrv1P6qs2KXE3,0.00208,0.382,0.996,0.0,7.0,0.417,-4.119,1.0,0.104,93.345,0.327
,6PYnztH5GLd2xVEAw9Wv9c,Migos,6oMuImdp5ZcFhWP0ESe6mG,Culture II,7fd7SEK25VS3gJAUgSwL6y,MotorSport,4wFjTWCunQFKtukqrNijEt,0.0305,0.902,0.518,0.0,2.0,0.325,-5.32,1.0,0.183,137.993,0.188
,6PYnztH5GLd2xVEAw9Wv9c,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Finesse (Remix) [feat. Cardi B],3mumK2ar9b4JPhVOZR0V2p,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,0.0185,0.704,0.859,0.0,5.0,0.0215,-4.877,0.0,0.0996,105.115,0.926
,6PYnztH5GLd2xVEAw9Wv9c,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,The New Classic,6lBTYoX7ZzU2Xbf8RHAv0u,Black Widow,71vsEyBd4X1D5BUmLdFSVH,0.188,0.74,0.72,0.000386,3.0,0.109,-3.753,0.0,0.158,164.014,0.512
,6PYnztH5GLd2xVEAw9Wv9c,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,506tSgFO28YCEALMLihVPB,Don't Say You Love Me,5g6FCPU1r3C88vUsFtat16,0.497,0.585,0.633,0.0,9.0,0.145,-4.944,1.0,0.1,101.707,0.378
,6PYnztH5GLd2xVEAw9Wv9c,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,7/27 (Deluxe),0pF0oyuPNdOObniB1Ng0kW,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,0.103,0.803,0.585,3.94e-06,8.0,0.0644,-5.861,1.0,0.0432,105.017,0.593
,6PYnztH5GLd2xVEAw9Wv9c,Tyga,5LHRHt1k9lMyONurDHEdrp,Dip (feat. Nicki Minaj),32EKwnBISVjObigwvsBzcL,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,0.0311,0.885,0.543,0.0,2.0,0.154,-6.338,1.0,0.2,99.026,0.43
,6PYnztH5GLd2xVEAw9Wv9c,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,24K Magic,4PgleR09JVnm3zY1fW3XBA,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,0.56,0.0,1.0,0.0944,-4.961,1.0,0.0406,134.066,0.86
,6PYnztH5GLd2xVEAw9Wv9c,Little Mix,3e7awlrlDSwF3iM0WBjGMp,LM5 (Deluxe),7Ho8gAx4haSxv1eFLQwvTj,Woman Like Me (feat. Nicki Minaj),222B3aljXx6fFwKmFjuBED,0.177,0.754,0.854,0.0,5.0,0.0808,-3.449,0.0,0.0608,75.002,0.8
,6PYnztH5GLd2xVEAw9Wv9c,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,7/27 (Deluxe),0pF0oyuPNdOObniB1Ng0kW,All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,0.023,0.689,0.791,0.0,0.0,0.0526,-5.194,0.0,0.053,95.04,0.755
,6PYnztH5GLd2xVEAw9Wv9c,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.932,0.612,0.28,0.0,0.0,0.088,-8.648,1.0,0.0434,72.795,0.387
,6PYnztH5GLd2xVEAw9Wv9c,Cardi B,4kYSro6naA4h99UJvo89HB,Please Me,5a4sJJ3qjn6hqRsvm0Veso,Please Me,0PG9fbaaHFHfre2gUVo7AN,0.0642,0.747,0.57,0.0,1.0,0.0832,-6.711,1.0,0.081,133.992,0.65
,6PYnztH5GLd2xVEAw9Wv9c,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,The New Classic (Deluxe Version),3WUe1HRgE7qoUQ3oejofGf,Fancy,3W3KtDwAIg3mAruSpnfG3Q,0.0904,0.912,0.716,0.0,10.0,0.0491,-4.141,0.0,0.0698,94.981,0.377
,6PYnztH5GLd2xVEAw9Wv9c,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,Sally Walker,23aioVCY8KAQbx5ntk7rmV,Sally Walker,7dsEsd0rlVs6PddRJj64ho,0.0177,0.905,0.492,0.0,8.0,0.0994,-8.953,0.0,0.0936,140.076,0.605
,6PYnztH5GLd2xVEAw9Wv9c,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,Survive The Summer,4jzYKkhMfaEFxDRevZqDdK,Kream (feat. Tyga),5mu1uv8RmzDkF8foePK5qa,0.0335,0.785,0.425,4.36e-06,10.0,0.108,-6.665,1.0,0.137,174.028,0.192
,6PYnztH5GLd2xVEAw9Wv9c,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Believe (Deluxe Edition),70f70xLCpH7wHaVvB2oZT9,As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,0.0811,0.571,0.873,0.0,0.0,0.361,-3.382,0.0,0.1,139.691,0.613
,6PYnztH5GLd2xVEAw9Wv9c,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,Team,0CDGwILyNsCvHNhYSPhTUJ,Team,2bocAPQcUTLUXx8lAOTiK3,0.0545,0.891,0.692,0.0,4.0,0.608,-4.989,1.0,0.0673,100.023,0.218
,6PYnztH5GLd2xVEAw9Wv9c,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2e5CxfyEwBW115beiwh7Mc,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.154,0.689,0.789,0.0,1.0,0.203,-4.901,1.0,0.122,98.043,0.745
,6PYnztH5GLd2xVEAw9Wv9c,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2U (feat. Justin Bieber),1PZviVfBJJxNw5EtAwzdUu,2U (feat. Justin Bieber),3A7qX2QjDlPnazUsRk5y0M,0.219,0.548,0.65,0.0,8.0,0.225,-5.827,0.0,0.0591,144.937,0.557
,6PYnztH5GLd2xVEAw9Wv9c,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,Reflection (Deluxe),0zAsh6hObeNmFgFPrUiFcP,Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,0.063,0.884,0.765,7.04e-06,8.0,0.118,-3.865,1.0,0.0882,99.987,0.594
,6PYnztH5GLd2xVEAw9Wv9c,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,0.835,0.609,0.378,0.0,4.0,0.28,-9.828,1.0,0.438,100.43,0.515
,6PYnztH5GLd2xVEAw9Wv9c,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Evil Genius,5xqQtdlJUY7Fg4BMp13LrX,Wake Up in the Sky,2G1tXoGBaEMJ7FKGnkf6ud,0.00381,0.8,0.578,0.0,4.0,0.367,-5.144,0.0,0.0485,143.01,0.367
,6PYnztH5GLd2xVEAw9Wv9c,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,7/27 (Deluxe),0pF0oyuPNdOObniB1Ng0kW,That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,0.0358,0.596,0.851,3.19e-05,5.0,0.365,-4.245,0.0,0.121,202.049,0.612
,6PYnztH5GLd2xVEAw9Wv9c,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,PCD,53zV9rZ5yfWgigsmuJtYpG,Buttons,314QzMOrpNUqWBUozYshf6,0.152,0.564,0.817,0.0,2.0,0.247,-4.338,1.0,0.271,210.855,0.478
,6PYnztH5GLd2xVEAw9Wv9c,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,Doll Domination (Deluxe),7mDkWKTghwBDuHCJmH6qR5,I Hate This Part,3tSuRiNgJmMqmYR23dCqnR,0.0659,0.756,0.612,0.0,5.0,0.274,-4.371,1.0,0.0315,111.574,0.453
,6PYnztH5GLd2xVEAw9Wv9c,Beyoncé,6vWDO969PvNqNYHIOW5v0m,I AM...SASHA FIERCE - Platinum Edition,3ROfBX6lJLnCmaw1NrP5K9,Halo,2CvOqDpQIMw69cCzWqr5yr,0.273,0.422,0.712,0.0,11.0,0.051,-5.907,0.0,0.1,78.454,0.471
,6PYnztH5GLd2xVEAw9Wv9c,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,0.248,0.518,0.467,0.0,9.0,0.0941,-7.536,1.0,0.162,79.965,0.559
,6PYnztH5GLd2xVEAw9Wv9c,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,PCD,53zV9rZ5yfWgigsmuJtYpG,Stickwitu,2lgz3yy1AyoceOVOOBmiOS,0.283,0.622,0.554,0.0,9.0,0.0708,-6.408,1.0,0.0502,79.965,0.389
,6PYnztH5GLd2xVEAw9Wv9c,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,Doll Domination (Deluxe),7mDkWKTghwBDuHCJmH6qR5,When I Grow Up,21pySLskKIKrhDziCX5ojQ,0.00165,0.672,0.685,0.0,11.0,0.398,-5.762,0.0,0.0499,118.45,0.367
,6PYnztH5GLd2xVEAw9Wv9c,Beyoncé,6vWDO969PvNqNYHIOW5v0m,4,1gIC63gC3B7o7FfpPACZQJ,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,0.0848,0.652,0.749,0.0,0.0,0.604,-5.248,1.0,0.0886,94.103,0.651
,6PYnztH5GLd2xVEAw9Wv9c,Beyoncé,6vWDO969PvNqNYHIOW5v0m,4,1gIC63gC3B7o7FfpPACZQJ,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0,0.00496,0.732,0.899,4.64e-05,0.0,0.372,-4.237,1.0,0.143,127.091,0.759
,6PYnztH5GLd2xVEAw9Wv9c,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,FourFiveSeconds,7yBl4uFyJzH48Vy6tPieXL,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,0.875,0.582,0.272,0.0,2.0,0.13,-5.662,1.0,0.0501,205.846,0.354
,6PYnztH5GLd2xVEAw9Wv9c,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,That's a Rack,7jV7IRYpTLmTJe7uZXZCZh,That's a Rack,4pCEIQ6wBVuaJdER5bALtO,0.0599,0.852,0.432,0.0,1.0,0.146,-8.04,0.0,0.501,140.042,0.258
,6PYnztH5GLd2xVEAw9Wv9c,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,On The Floor,543NK5YT3RjGmP7nFzWJPm,On The Floor - Radio Edit,0Oe49j06Bjrxs8PltuVeaW,0.0848,0.758,0.686,0.00133,11.0,0.142,-6.346,1.0,0.0792,130.008,0.444
,6PYnztH5GLd2xVEAw9Wv9c,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Perfect Duet (Ed Sheeran & Beyoncé),52kvZcbEDm0v2kWZQXjuuA,Perfect Duet (Ed Sheeran & Beyoncé),1bhUWB0zJMIKr9yVPrkEuI,0.779,0.587,0.299,0.0,8.0,0.123,-7.365,1.0,0.0263,94.992,0.356
