spilleliste,spilleliste_id,artist,artist_id,album,album_id,sang,sang_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Waahrz,7KHbZw2bRtwWvhNH8sJC4B,0.949,0.232,0.226,0.87,0.0,0.11,-19.763,1.0,0.036,53.553,0.126
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Tsaï,0RZAW1SJuN2wQTHST4v5xu,0.874,0.337,0.791,0.0651,9.0,0.525,-8.877,0.0,0.0454,159.014,0.363
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Öhst,58wc1Jq6ZR8QUG1UF28aMK,0.771,0.474,0.73,1.64e-06,7.0,0.862,-9.373,1.0,0.0434,158.627,0.731
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Les hommes sont venus,11crrXNKQB96jQqRJP5z6t,0.506,0.66,0.357,0.913,8.0,0.0728,-18.361,1.0,0.0461,114.701,0.233
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,A Boy in Darkness,1q1BFCpiH15tI4rCxm8VeC,0.0955,0.28,0.665,0.0112,2.0,0.295,-6.923,0.0,0.0394,128.502,0.288
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission VI,7ImA9fdGNdqYkPQU27bWAq,0.966,0.341,0.344,0.611,1.0,0.0855,-13.566,1.0,0.0345,119.624,0.186
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,I.b.too,3weSNSEELbxbVfGDPm6Enu,0.518,0.536,0.812,0.000177,5.0,0.374,-5.266,0.0,0.0392,140.048,0.419
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission VII,4pT24MhxwrU82VjKn1LHuw,0.95,0.355,0.249,0.975,0.0,0.122,-23.988,1.0,0.0593,76.617,0.245
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Afis,3cOxUUwqhcAI88we10BB7t,0.964,0.381,0.198,0.162,9.0,0.0993,-15.113,1.0,0.0315,104.47,0.198
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Underpass,3wTJYhxDYMFWZSMZ0seHAX,0.171,0.406,0.566,0.545,7.0,0.129,-11.314,0.0,0.0296,129.997,0.495
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Past Present,5nLNOWZtE11XVdpUcnJBV5,0.00319,0.234,0.816,0.645,6.0,0.105,-10.749,0.0,0.1,160.031,0.0761
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,16 Feet Below,7eq0kgMGlsX08dzNjLcN5q,0.57,0.58,0.62,0.926,4.0,0.0682,-10.82,1.0,0.0313,139.966,0.261
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Push Too,7lkyi0gA6ZkUiNQ6TlLYZk,0.274,0.628,0.682,0.558,9.0,0.0978,-9.039,1.0,0.0376,95.02,0.801
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Pendulum,6hm7nP4E0lPUjH7cxLqZE1,0.594,0.489,0.499,0.8,7.0,0.0946,-11.685,0.0,0.0306,140.006,0.175
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Depth Charge,7pVVeJwXWl7C4et6NAlRfs,0.0313,0.572,0.724,0.0071,7.0,0.145,-8.784,1.0,0.0364,140.033,0.377
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,Of Age,1cjMim0LDQxr6sar912Poh,0.0435,0.329,0.817,0.674,9.0,0.192,-8.869,1.0,0.0563,130.053,0.263
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Battlestations,3XY2g3jPedyRE3VgaIuYH6,In a Cold Embrace,2SI8wqOdtSPUOfB644Xpon,Prologue : Nature Morte / You're Not Welcome Here,6SMneXA77qc80JTpHTL2O8,0.368,0.481,0.547,0.859,4.0,0.0873,-10.996,0.0,0.0282,140.003,0.16
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Battlestations,3XY2g3jPedyRE3VgaIuYH6,In a Cold Embrace,2SI8wqOdtSPUOfB644Xpon,Comrade / the Way We Grieve,5rFnuFBtGBaae0j90QlubR,0.625,0.511,0.448,0.964,9.0,0.112,-9.31,0.0,0.026,122.009,0.191
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Battlestations,3XY2g3jPedyRE3VgaIuYH6,In a Cold Embrace,2SI8wqOdtSPUOfB644Xpon,Interlude: Time Stands Still,5oEuxa8SpWZDC7le1q6pK5,0.579,0.188,0.283,0.872,5.0,0.166,-15.581,1.0,0.0318,85.55,0.0338
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Battlestations,3XY2g3jPedyRE3VgaIuYH6,In a Cold Embrace,2SI8wqOdtSPUOfB644Xpon,Breaking Bad News / the Faces We Remember,420b0RyaQS21pZWAUn5jDg,0.786,0.181,0.333,0.93,3.0,0.11,-11.505,1.0,0.0311,150.026,0.057
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Battlestations,3XY2g3jPedyRE3VgaIuYH6,In a Cold Embrace,2SI8wqOdtSPUOfB644Xpon,The Semblance of Fate / Citizen Creep / the End,3T9Mt3RBwJBckb1LgdgEmM,0.871,0.213,0.402,0.919,11.0,0.0884,-13.453,1.0,0.0348,140.008,0.0645
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,You're Fooling Yourselves,4khVlG3wrFybkKZSAqUj99,0.256,0.524,0.637,2.31e-06,7.0,0.341,-7.737,1.0,0.0321,144.044,0.343
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,Exit Strategy,2vOWV4Q1H8ywkHHurJKK0J,0.32,0.595,0.566,0.000115,4.0,0.401,-8.01,0.0,0.0322,128.392,0.669
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,The Ones to Follow,1l8fIexWwsMVmC6XlAYvla,0.12,0.5,0.547,0.000516,7.0,0.0892,-7.135,1.0,0.0317,93.501,0.39
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,A Work of Art,2fwPGFJBhh29RXLqVyhIxL,0.783,0.61,0.341,0.000371,9.0,0.167,-11.414,0.0,0.0289,122.061,0.393
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,Televised,4HuCvjPdBqjyuXIgRaN2aY,0.185,0.535,0.711,4.78e-05,0.0,0.336,-7.427,1.0,0.0489,143.982,0.194
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,The Millions of Last Moments,6BWHlwz8g75cdhSBVv62z0,0.75,0.479,0.236,0.0783,7.0,0.109,-11.54,1.0,0.0291,82.135,0.428
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,Memetic Pandemic,5vLUUjknJ1U5r9qByDbRLA,0.144,0.365,0.469,0.00362,10.0,0.185,-8.813,1.0,0.0291,110.924,0.157
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,A Nihilist's Love Song,6qoUh42c1WH2TcKF35f4ui,0.15,0.443,0.496,0.0,2.0,0.0895,-8.789,1.0,0.0409,120.908,0.427
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,Quake Meat,1qRtPQyRRHfHMAZQZQ6SsB,0.000343,0.231,0.786,0.435,4.0,0.16,-6.43,0.0,0.0356,130.04,0.387
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,Drift,2Yhkrt6pQWDF2nO9ZHQoAR,0.0574,0.223,0.584,0.372,5.0,0.104,-7.062,1.0,0.032,121.387,0.107
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,Bull Torpis,4e7IoxwUPqvQRD0YMgLYAg,0.0456,0.176,0.908,0.857,9.0,0.841,-6.653,0.0,0.0577,141.092,0.648
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,Barefoot in the Head,1Vec8x1BqsztqOutZwrFxE,0.00799,0.275,0.557,0.113,11.0,0.653,-5.956,0.0,0.0335,118.984,0.241
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Dean Watson,3IkgmugXTEO2jfsZvavOxB,Imposing Elements,5qctq7RCjgNI7F5UMw3ydk,New Resolution,3ma6gF2RYbcxHGpFoVi6Vk,0.298,0.341,0.607,0.565,1.0,0.0891,-10.274,1.0,0.0324,144.123,0.25
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,The Socio-Economic Petri Dish,3ovkwfuLJyxn6aSks6OauT,0.107,0.371,0.805,0.000747,10.0,0.903,-6.497,1.0,0.0425,119.538,0.51
PA-top 12,3CzhMcwdymIoXlAhoJhMan,3rdegree,5j0h0PxuSqBNw3CWGh0dFt,The Long Division,5hrSfkBIwlNCf8L9oDf5Vj,Incoherent Ramblings,301drndQuppdRK8s6p4fsW,0.492,0.635,0.684,3.19e-05,10.0,0.365,-7.219,1.0,0.0281,114.977,0.399
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,Cocoon,6Gz0aASMO8herkEbq82zNF,0.000228,0.161,0.755,0.748,7.0,0.115,-7.865,1.0,0.0362,97.434,0.18
Sommer,0f7KdfesxJoSiV9WiGwkz0,Journey,0rvjqX7ttXeg3mTy8Xscbt,The Essential Journey,5pfpXvoJtSIFrbPIoBEv3R,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.25,0.491,0.802,0.0,4.0,0.387,-7.106,1.0,0.0392,119.25,0.472
Sommer,0f7KdfesxJoSiV9WiGwkz0,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,We Started Nothing,4wj8lA3aSK4WjHjdf5zuFn,That's Not My Name,0GrrLYCH8u81aENhC8FBF4,0.0451,0.755,0.901,0.0373,9.0,0.363,-3.152,1.0,0.0893,145.042,0.959
Sommer,0f7KdfesxJoSiV9WiGwkz0,Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,The Kick Inside,5NKTuBLCYhN0OwqFiGdXd1,Wuthering Heights,5YSI1311X8t31PBjkBG4CZ,0.366,0.484,0.392,0.0452,1.0,0.124,-11.381,1.0,0.0313,124.564,0.521
Sommer,0f7KdfesxJoSiV9WiGwkz0,Status Quo,4gIdjgLlvgEOz7MexDZzpM,Whatever You Want,08GCJIrpY1IegMp73501Z2,Whatever You Want,2kUzt5LsTUR0ggquP7O3eN,0.772,0.56,0.705,0.00259,2.0,0.264,-6.761,1.0,0.0498,122.456,0.501
Sommer,0f7KdfesxJoSiV9WiGwkz0,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Now What ?!,4OiFn20i3aTu2FsMgP1yB5,A Simple Song,65wr0Xtl8eYpx3SCSD6Lls,0.00261,0.385,0.544,0.0021,2.0,0.113,-8.554,0.0,0.0382,101.074,0.137
Sommer,0f7KdfesxJoSiV9WiGwkz0,Ry Cooder,1CPwHx5lgVxv0rfcp7UXLx,The Ry Cooder Anthology: The UFO Has Landed,7i4jfvVNpVTrMoruvXzhvb,Jesus on the Mainline - 2008 Remaster,68w88EoP3ox6clqieh6Z6x,0.669,0.654,0.466,0.000137,0.0,0.148,-10.953,1.0,0.0461,142.463,0.862
Sommer,0f7KdfesxJoSiV9WiGwkz0,Weather Report,162DCkd8aDKwvjBb74Gu8b,This Is Jazz #10,4VvTxRfrlQPddZ5jyXqSaA,Birdland,7nJc3vqcU2em6FH0c3Geox,0.484,0.585,0.565,0.0226,0.0,0.0808,-12.139,1.0,0.0372,156.208,0.577
Sommer,0f7KdfesxJoSiV9WiGwkz0,"Blood, Sweat & Tears",24GaH9tRBgZjlvOhpFuKi2,"The Best Of Blood, Sweat & Tears: What Goes Up!",6HmDkPqZSAFbJpIQNyXVli,I Love You More Than You'll Ever Know,1U38wtrH33atitgnTHqboZ,0.676,0.454,0.37,7.79e-05,0.0,0.641,-10.594,0.0,0.0432,133.716,0.412
Sommer,0f7KdfesxJoSiV9WiGwkz0,"Blood, Sweat & Tears",24GaH9tRBgZjlvOhpFuKi2,"The Best Of Blood, Sweat & Tears: What Goes Up!",6HmDkPqZSAFbJpIQNyXVli,Spinning Wheel - Single Version,170KEX2yqDDY8THliU4wff,0.328,0.691,0.437,2.31e-05,7.0,0.261,-11.624,1.0,0.0655,96.541,0.568
Sommer,0f7KdfesxJoSiV9WiGwkz0,"Blood, Sweat & Tears",24GaH9tRBgZjlvOhpFuKi2,"The Best Of Blood, Sweat & Tears: What Goes Up!",6HmDkPqZSAFbJpIQNyXVli,God Bless the Child,5wmT918U5pEwZvorvS665y,0.565,0.357,0.356,0.000643,0.0,0.32,-13.089,1.0,0.0398,81.729,0.459
Sommer,0f7KdfesxJoSiV9WiGwkz0,King Curtis,0WxOgeRxUt0MwPrI7A5atQ,Live At The Fillmore West,0Tg5AKLEbLNnDjyZh5e913,"A Whiter Shade of Pale - Live at Fillmore West, 3/7/1971",6ER8plW4Mae5d5nSATWPD9,0.716,0.44,0.239,0.653,0.0,0.769,-17.094,1.0,0.0339,100.37,0.223
Sommer,0f7KdfesxJoSiV9WiGwkz0,Jaco Pastorius,3U3C9o6UTYNdEsDckpRyvX,Twins Live In Japan 1982,77E3yGa6D6O5HJRuK90KyG,Soul Intro / The Chicken - Remastered Live Version,0eXZ8mvgb9BEu3AUKqcrys,0.0592,0.557,0.832,0.5,10.0,0.865,-6.586,1.0,0.131,102.514,0.611
Sommer,0f7KdfesxJoSiV9WiGwkz0,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,Era Vulgaris,1w71aBHYJ1zTOsSsmr2Fca,Make It Wit Chu,6GyDY0yE47rfk8pcuKhioh,0.413,0.708,0.828,0.000104,9.0,0.12,-5.286,1.0,0.0286,91.977,0.505
Sommer,0f7KdfesxJoSiV9WiGwkz0,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2ePFIvZKMe8zefATp9ofFA,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2Foc5Q5nqNiosCNqttzHof,0.0426,0.794,0.811,1.07e-06,6.0,0.101,-8.966,0.0,0.038,116.047,0.862
Sommer,0f7KdfesxJoSiV9WiGwkz0,Marius Müller,1OTaBuXugWLvNjcET47KP5,Plugged!,24WswMTiJIrGCbGQNntuSN,Little Wing,2W6BDqNWf5AshnnOqtJ4N0,0.0083,0.358,0.383,0.588,3.0,0.973,-13.008,0.0,0.0337,113.037,0.349
Sommer,0f7KdfesxJoSiV9WiGwkz0,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,Mezmerize,0cn6MHyx4YuZauaB7Pb66o,B.Y.O.B.,0EYOdF5FCkgOJJla8DI2Md,0.00662,0.538,0.981,0.0,1.0,0.219,-2.688,0.0,0.14,101.414,0.711
Sommer,0f7KdfesxJoSiV9WiGwkz0,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,Mezmerize,0cn6MHyx4YuZauaB7Pb66o,Violent Pornography,249Z7XT6mf8B2zuI0RaeS0,0.0283,0.459,0.958,0.0,6.0,0.108,-2.333,1.0,0.0877,142.707,0.586
Sommer,0f7KdfesxJoSiV9WiGwkz0,College,11TlWPqyDFLHGccTFQhcc6,A Real Hero EP,1fpoZQUSFwlfSve4rkFjCI,A Real Hero,1aJrVsHwcQMZ8TZ6mlvT5J,0.835,0.719,0.43,0.735,10.0,0.145,-9.226,1.0,0.0356,112.005,0.378
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,Kind Of Blue (Legacy Edition),4sb0eMpDn3upAFfyi4q2rw,"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",5o3DSHw1ORhM3lWxqGRvEf,0.771,0.499,0.149,0.00469,0.0,0.115,-18.305,1.0,0.0314,139.815,0.363
Sommer,0f7KdfesxJoSiV9WiGwkz0,Focus,0ifzzRKdmtgaHy9cfnnyCR,The Best Of Focus / Hocus Pocus (Incl WC 2010 Version of 'Hocus Pocus'),55zdxBeCPm7XmuZCeCdRbX,Sylvia,7nKra3y52HtHXXiuPEPgAd,0.343,0.353,0.787,0.881,5.0,0.0713,-5.687,1.0,0.0391,108.651,0.615
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Bud Powell,570vCzcespB48HIQyTbDO6,The Amazing Bud Powell: Vol. 1 (The Rudy Van Gelder Edition),4JZpydaQoCZY03mYcPgsaS,52nd Street Theme - Remastered 1998/Rudy Van Gelder Edition,0oDgc718NJn7CyiClFRExR,0.845,0.541,0.59,0.0764,7.0,0.199,-7.876,1.0,0.0996,71.289,0.854
Sommer,0f7KdfesxJoSiV9WiGwkz0,The Animals,3ICflSq6ZgYAIrm2CTkfVP,Most of the Animals,0Vhk3dVT59LnhwSHFXLIXA,House of the Rising Sun,3XC7Jd6SfrQYKZJ6inyRHK,0.000334,0.316,0.484,0.00445,9.0,0.0912,-9.11,0.0,0.0308,117.363,0.299
Sommer,0f7KdfesxJoSiV9WiGwkz0,Kavinsky,0UF7XLthtbSF2Eur7559oV,OutRun,3bRM4GQgoFjBRRzhp87Ugb,Nightcall,73bDvrmSBh2fr53tLDH9oA,0.00895,0.509,0.856,0.0108,9.0,0.424,-5.091,0.0,0.0553,91.02,0.427
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,The Winans,7EQrc1Kz56jCHgJ895CZJ8,Great Family Of Gospel,71X2G1b36WC0dASdL8N0f4,An Affair To Remember,2lSag4E68jYyZ3FAPfzpNJ,0.861,0.265,0.181,0.000217,8.0,0.115,-12.172,1.0,0.0295,99.886,0.0831
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Marc Shaiman,4A5NGno1SttXk4vB4SLGHo,Sleepless In Seattle: Original Motion Picture Soundtrack,3Qz4L6mtgnRBU6UPihqEan,An Affair to Remember,3ecWKwYMmiT8SvJBk3ltkx,0.858,0.113,0.271,0.723,7.0,0.237,-15.213,1.0,0.0369,92.81,0.0535
Sommer,0f7KdfesxJoSiV9WiGwkz0,Jazz is Dead,7qqL3kICsoW4wlCYY7A9Ln,Laughing Water,5clsTVkkGMaE605PZW71bP,"Weather Report Suite, Pt 2 Let It Grow",33tOgBk8k6Li0UV6plNBuT,0.122,0.325,0.81,0.928,4.0,0.288,-9.434,0.0,0.0459,152.063,0.633
Sommer,0f7KdfesxJoSiV9WiGwkz0,Jazz is Dead,7qqL3kICsoW4wlCYY7A9Ln,Blue Light Rain,2Y6Gi7ubNcH581UvD549iX,Scarlet Begnias,1BUoZYEsVIH8wsXnHZzd0f,0.017,0.529,0.708,0.684,4.0,0.101,-7.698,1.0,0.0862,82.482,0.911
Sommer,0f7KdfesxJoSiV9WiGwkz0,Diablo Swing Orchestra,2cbWJP4X5b9sKEDW80uc5r,Sing-Along Songs for the Damned and Delirious,36j0yWKLk5a6rLgJEhUghU,A Tapdancer's Dilema,3RJtaxRtxOvvIj6DESm4gh,0.00637,0.662,0.767,0.746,2.0,0.0688,-6.484,1.0,0.0653,110.06,0.54
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,The Genius Of Ray Charles,4GFWnwli2cVOBp2G1zqhV1,Am I Blue,066an408paSNQBAsAxWtMJ,0.909,0.233,0.152,0.000583,8.0,0.12,-16.407,1.0,0.034,137.214,0.316
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Arturo Sandoval,0MGQZNEMaEICyku3cSDrnJ,Trumpet Evolution,2LPMsaLCnE7HOVvMRPV16A,At The Jazz Band Ball,55HIhv1sc7ao7gooC3mS6T,0.883,0.818,0.484,0.923,2.0,0.0936,-6.514,0.0,0.0403,100.944,0.961
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Benny Goodman,1pBuKaLHJlIlqYxQQaflve,The Essential Benny Goodman,7ykWEOYdt8gyA4seOlwtWK,Air Mail Special,7KpS0wcUCu9x3zFxMa05Qh,0.693,0.74,0.559,0.00246,9.0,0.193,-10.942,0.0,0.0305,112.104,0.874
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Sonny Rollins,1VEzN9lxvG6KPR3QQGsebR,The Essential Sonny Rollins: The RCA Years,3R5sCFT6kTHnjbNuPCC7ud,Afternoon In Paris,1WKNhhhwZkfqJVmi5cuD2z,0.701,0.453,0.546,0.00833,0.0,0.13,-11.634,1.0,0.0621,175.259,0.535
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Original Dixieland Jazz Band,112yP6AwAT6QG34fiGGpmh,The Creators Of Jazz,1IAB4qqTva67l4G2MTSf97,At The Jazz Band Ball,1a9NnsAKRVhJXe58CbDx7Z,0.996,0.532,0.53,0.942,5.0,0.382,-11.666,1.0,0.0412,122.261,0.961
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,John Coltrane,2hGh5VOeeqimQFxqXvfCUf,Afro Blue,0P1E3vipNgfyRv1wHdV7W7,Afro Blue,7E0fLggX1IuVB5JsiSNGhm,0.0147,0.308,0.483,0.103,5.0,0.144,-16.11,0.0,0.04,102.438,0.5
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Ivie Anderson,1jEpOIhjQCQlOEzLdGS4bA,100 Swing Jazz Classics,3m3tRoXDfANg3LUgypBmFZ,All God's Chillun Got Rhythm,6i2UI8dh8tL5zOwEHWlhWU,0.887,0.582,0.315,0.598,0.0,0.0598,-13.644,1.0,0.245,119.041,0.69
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Oscar Peterson,6zkX5fhrSD4tdVOmimR9wB,Oscar Peterson - 85 Essential Tracks,0SuuDzUtk0kgIanT5xtyzW,At Sundown,5I831rhKkspOpZYKKe74w2,0.968,0.512,0.487,0.928,5.0,0.249,-11.462,1.0,0.035,105.205,0.753
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,John Lewis,7G7zZjjTwBZ9vzaoogk95s,Afternoon In Paris,0RtnwB7qKLxN6za2FsOmnk,Afternoon in Paris,18w202xsGFqvsWPg1P8FRG,0.762,0.644,0.183,0.0022,5.0,0.1,-17.089,1.0,0.0379,132.799,0.515
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Benny Goodman,1pBuKaLHJlIlqYxQQaflve,Driving Home With Benny Goodman,5QUKF61SZgGwLrBtbHiCKl,And The Angels Sing,1q6VCag3G5seChqMu6V1Jf,0.979,0.456,0.389,0.000134,10.0,0.831,-8.36,1.0,0.0527,95.51,0.547
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,13m2P4p9u49QJNJN0PQymi,All Of Me,1b8yOmfO2SH4thcrwORtE8,0.937,0.486,0.122,0.00314,2.0,0.0867,-11.341,0.0,0.0347,105.158,0.332
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Thelonious Monk,4PDpGtF16XpqvXxsrFwQnN,Monk's Early Tunes,0uMUV1kmoqwUO06QyXkePG,Ask Me Now - Remastered,3uxLRsa8ZzfXRqhzzwVtal,0.974,0.707,0.176,0.899,1.0,0.109,-15.718,1.0,0.0713,66.752,0.156
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,Honeysuckle Rose - Music From The Original Soundtrack,59uirZ4aXEQr5TJPIyW5ME,Angel Eyes,2Ox8Tad3XJnjPmmHZY0rY5,0.721,0.5,0.238,1.43e-05,0.0,0.694,-12.755,1.0,0.0323,84.746,0.249
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Bent Fabricius-Bjerre,2pqg1wPgIG4FRB5nckEPJw,Mit Livs Melodi,1zXiWrmdopoMTgL6gJCFNO,Alley Cat,3Jd0f6p8QrZ87qCMURCXwx,0.407,0.728,0.427,0.847,0.0,0.161,-12.653,1.0,0.0344,113.776,0.607
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Lisa Ekdahl,4SJSGUVZ04tezaGrxc96EE,"Lisa Ekdahl at the Olympia, Paris",3p8NBA8A296DpSj0V7p5pD,April in Paris,6tGSHPVcAZtaEEQbpQDQMW,0.533,0.32,0.602,0.728,7.0,0.977,-12.043,1.0,0.0767,93.358,0.525
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Benny Goodman Sextet,33N6sGOKJwLGOnq31ZmEl1,Cool Jazz,4Hxm5LlNP8T21KciW0XbDj,As Long as I Live,1rzk89oUXkqihKJIX5Zeuo,0.957,0.683,0.2,0.713,5.0,0.107,-11.925,1.0,0.0482,115.44,0.762
