DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1995-Q4,1951.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1996-Q1,1806.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1996-Q2,1983.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1996-Q3,2048.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1996-Q4,2054.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1997-Q1,1919.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1997-Q2,2098.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1997-Q3,2218.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1997-Q4,2178.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1998-Q1,2069.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1998-Q2,2328.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1998-Q3,2413.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1998-Q4,2340.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1999-Q1,2243.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1999-Q2,2478.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1999-Q3,2580.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,1999-Q4,2537.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2000-Q1,2500.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2000-Q2,2796.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2000-Q3,2788.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2000-Q4,2720.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2001-Q1,2643.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2001-Q2,2974.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2001-Q3,3047.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2001-Q4,2939.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2002-Q1,2793.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2002-Q2,3048.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2002-Q3,3089.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2002-Q4,3151.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2003-Q1,2999.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2003-Q2,3195.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2003-Q3,3257.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2003-Q4,3417.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2004-Q1,3238.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2004-Q2,3425.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2004-Q3,3622.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2004-Q4,3653.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2005-Q1,3494.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2005-Q2,3762.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2005-Q3,3915.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2005-Q4,3870.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2006-Q1,3790.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2006-Q2,4101.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2006-Q3,4218.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2006-Q4,4152.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2007-Q1,4111.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2007-Q2,4416.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2007-Q3,4551.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2007-Q4,4509.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2008-Q1,4476.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2008-Q2,4831.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2008-Q3,4955.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2008-Q4,4747.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2009-Q1,4441.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2009-Q2,4700.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2009-Q3,4764.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2009-Q4,4769.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2010-Q1,4598.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2010-Q2,4896.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2010-Q3,5000.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2010-Q4,4965.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2011-Q1,4710.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2011-Q2,5043.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2011-Q3,5054.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2011-Q4,5050.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2012-Q1,4674.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2012-Q2,4940.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2012-Q3,5000.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2012-Q4,4880.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2013-Q1,4268.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2013-Q2,4665.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2013-Q3,4654.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2013-Q4,4452.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2014-Q1,4123.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2014-Q2,4441.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2014-Q3,4570.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2014-Q4,4347.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2015-Q1,4155.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2015-Q2,4550.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2015-Q3,4670.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2015-Q4,4567.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2016-Q1,4346.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2016-Q2,4793.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2016-Q3,4959.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2016-Q4,4914.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2017-Q1,4714.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2017-Q2,5138.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2017-Q3,5283.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2017-Q4,5175.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2018-Q1,5064.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2018-Q2,5617.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2018-Q3,5604.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2018-Q4,5521.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2019-Q1,5394.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2019-Q2,5949.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2019-Q3,6143.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2019-Q4,5913.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2020-Q1,5618.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2020-Q2,5163.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2020-Q3,5800.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2020-Q4,5791.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2021-Q1,5868.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2021-Q2,6256.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2021-Q3,6731.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2021-Q4,6823.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2022-Q1,6848.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2022-Q2,7167.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2022-Q3,7857.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2022-Q4,7542.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2023-Q1,7402.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2023-Q2,7640.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2023-Q3,8279.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2023-Q4,8018.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2024-Q1,7847.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CY,2024-Q2,8266.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1995-Q1,10278.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1995-Q2,11487.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1995-Q3,12011.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1995-Q4,12547.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1996-Q1,11817.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1996-Q2,13243.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1996-Q3,13960.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1996-Q4,14420.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1997-Q1,13320.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1997-Q2,13884.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1997-Q3,13835.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1997-Q4,14127.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1998-Q1,12965.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1998-Q2,15046.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1998-Q3,15978.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1998-Q4,16286.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1999-Q1,13704.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1999-Q2,15179.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1999-Q3,15955.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,1999-Q4,16668.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2000-Q1,15214.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2000-Q2,16592.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2000-Q3,17381.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2000-Q4,18257.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2001-Q1,16896.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2001-Q2,18857.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2001-Q3,19524.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2001-Q4,20890.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2002-Q1,19592.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2002-Q2,22507.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2002-Q3,22878.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2002-Q4,22884.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2003-Q1,20617.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2003-Q2,22658.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2003-Q3,22518.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2003-Q4,23172.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2004-Q1,21411.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2004-Q2,23854.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2004-Q3,24815.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2004-Q4,26870.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2005-Q1,25257.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2005-Q2,27338.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2005-Q3,27944.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2005-Q4,29933.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2006-Q1,28231.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2006-Q2,30876.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2006-Q3,31773.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2006-Q4,33743.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2007-Q1,31808.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2007-Q2,33830.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2007-Q3,35171.9,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2007-Q4,38232.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2008-Q1,36710.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2008-Q2,41167.3,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2008-Q3,43371.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2008-Q4,40718.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2009-Q1,33872.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2009-Q2,37061.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2009-Q3,38748.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2009-Q4,39733.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2010-Q1,35923.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2010-Q2,39933.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2010-Q3,41204.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2010-Q4,42543.1,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2011-Q1,39045.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2011-Q2,42503.7,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2011-Q3,42559.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2011-Q4,42406.5,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2012-Q1,38685.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2012-Q2,41043.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2012-Q3,41390.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2012-Q4,42624.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2013-Q1,37614.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2013-Q2,40300.8,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2013-Q3,40981.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2013-Q4,41522.4,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2014-Q1,36623.6,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2014-Q2,39963.2,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2014-Q3,40755.0,
ESTAT:NAMQ_10_GDP(1.0),24/10/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,CZ,2014-Q4,41640.4,
